,Taxonomy,Country,Cumulative_Count,Count
17607,Cucumber mosaic virus,Viet Nam,4338,12
17608,Cucumber mosaic virus,Zambia,4344,6
17609,Cucumber mosaic virus RNA1,China,1,1
17610,Cucumber mosaic virus RNA1,South Korea,6,5
17611,Cucumber mosaic virus RNA2,China,2,2
17612,Cucumber mosaic virus RNA2,South Korea,14,12
17613,Cucumber mosaic virus RNA3,China,2,2
17614,Cucumber mosaic virus RNA3,South Korea,21,19
17615,Cucumber necrosis virus,China,1,1
17616,Cucumber necrosis virus,Netherlands,8,7
17617,Cucumber necrosis virus,New Zealand,10,2
17618,Cucumber necrosis virus,USA,15,5
17619,Cucumber vein yellowing virus,France,1,1
17620,Cucumber vein yellowing virus,Iran,4,3
17621,Cucumber vein yellowing virus,Israel,16,12
17622,Cucumber vein yellowing virus,Jordan,102,86
17623,Cucumber vein yellowing virus,Lebanon,111,9
17624,Cucumber vein yellowing virus,Oman,112,1
17625,Cucumber vein yellowing virus,Portugal,117,5
17626,Cucumber vein yellowing virus,Spain,149,32
17627,Cucumber vein yellowing virus,Sudan,205,56
17628,Cucumber vein yellowing virus,Tunisia,207,2
17629,Cucumber vein-clearing virus,Tanzania,12,12
17630,Cucumis melo alphaendornavirus,Brazil,2,2
17631,Cucumis melo alphaendornavirus,Israel,3,1
17632,Cucumis melo alphaendornavirus,South Korea,7,4
17633,Cucumis melo alphaendornavirus,Turkey,12,5
17634,Cucumis melo alphaendornavirus,USA,14,2
17635,Cucumis melo amalgavirus 1,China,2,2
17636,Cucumis melo cryptic virus,China,2,2
17637,Cucumis melo virga-like virus,Brazil,1,1
17638,Cucumovirus,Argentina,1,1
17639,Cucumovirus,Australia,37,36
17640,Cucumovirus,Austria,42,5
17641,Cucumovirus,Azerbaijan,114,72
17642,Cucumovirus,Bangladesh,124,10
17643,Cucumovirus,Benin,125,1
17644,Cucumovirus,Bosnia and Herzegovina,132,7
17645,Cucumovirus,Botswana,133,1
17646,Cucumovirus,Brazil,188,55
17647,Cucumovirus,Bulgaria,198,10
17648,Cucumovirus,Cameroon,200,2
17649,Cucumovirus,Canada,201,1
17650,Cucumovirus,China,1102,901
17651,Cucumovirus,Colombia,1112,10
17652,Cucumovirus,Cote d'Ivoire,1160,48
17653,Cucumovirus,Democratic Republic of the Congo,1178,18
17654,Cucumovirus,Ecuador,1188,10
17655,Cucumovirus,Egypt,1215,27
17656,Cucumovirus,Ethiopia,1218,3
17657,Cucumovirus,France,1246,28
17658,Cucumovirus,French Polynesia,1291,45
17659,Cucumovirus,Germany,1314,23
17660,Cucumovirus,Ghana,1315,1
17661,Cucumovirus,Greece,1428,113
17662,Cucumovirus,Hungary,1446,18
17663,Cucumovirus,India,1828,382
17664,Cucumovirus,Indonesia,1853,25
17665,Cucumovirus,Iran,2152,299
17666,Cucumovirus,Iraq,2155,3
17667,Cucumovirus,Israel,2161,6
17668,Cucumovirus,Italy,2195,34
17669,Cucumovirus,Japan,2438,243
17670,Cucumovirus,Kenya,2447,9
17671,Cucumovirus,Lithuania,2457,10
17672,Cucumovirus,Macedonia,2475,18
17673,Cucumovirus,Malaysia,2527,52
17674,Cucumovirus,Mexico,2546,19
17675,Cucumovirus,Netherlands,2553,7
17676,Cucumovirus,New Zealand,2554,1
17677,Cucumovirus,Niger,2555,1
17678,Cucumovirus,Nigeria,2591,36
17679,Cucumovirus,North Korea,2592,1
17680,Cucumovirus,Pakistan,2611,19
17681,Cucumovirus,Panama,2613,2
17682,Cucumovirus,Philippines,2614,1
17683,Cucumovirus,Poland,2704,90
17684,Cucumovirus,Reunion,2710,6
17685,Cucumovirus,Russia,2719,9
17686,Cucumovirus,Rwanda,2730,11
17687,Cucumovirus,Saudi Arabia,2734,4
17688,Cucumovirus,Serbia,2887,153
17689,Cucumovirus,Slovakia,2892,5
17690,Cucumovirus,Slovenia,2893,1
17691,Cucumovirus,South Africa,2897,4
17692,Cucumovirus,South Korea,3391,494
17693,Cucumovirus,Spain,3504,113
17694,Cucumovirus,Sudan,3505,1
17695,Cucumovirus,Syria,3513,8
17696,Cucumovirus,Taiwan,3541,28
17697,Cucumovirus,Tanzania,3545,4
17698,Cucumovirus,Thailand,3605,60
17699,Cucumovirus,Tonga,3607,2
17700,Cucumovirus,Tunisia,4169,562
17701,Cucumovirus,Turkey,4281,112
17702,Cucumovirus,USA,4558,277
17703,Cucumovirus,Uganda,4576,18
17704,Cucumovirus,Ukraine,4591,15
17705,Cucumovirus,United Kingdom,4593,2
17706,Cucumovirus,Uruguay,4597,4
17707,Cucumovirus,Viet Nam,4609,12
17708,Cucumovirus,Zambia,4615,6
17709,Cucurbit aphid borne yellows virus associated RNA,Australia,1,1
17710,Cucurbit aphid borne yellows virus associated RNA,USA,5,4
17711,Cucurbit aphid-borne yellows virus,Azerbaijan,72,72
17712,Cucurbit aphid-borne yellows virus,Brazil,96,24
17713,Cucurbit aphid-borne yellows virus,Bulgaria,109,13
17714,Cucurbit aphid-borne yellows virus,China,247,138
17715,Cucurbit aphid-borne yellows virus,Czech Republic,252,5
17716,Cucurbit aphid-borne yellows virus,Egypt,276,24
17717,Cucurbit aphid-borne yellows virus,France,331,55
17718,Cucurbit aphid-borne yellows virus,Germany,332,1
17719,Cucurbit aphid-borne yellows virus,Greece,336,4
17720,Cucurbit aphid-borne yellows virus,India,400,64
17721,Cucurbit aphid-borne yellows virus,Indonesia,412,12
17722,Cucurbit aphid-borne yellows virus,Iran,444,32
17723,Cucurbit aphid-borne yellows virus,Italy,452,8
17724,Cucurbit aphid-borne yellows virus,Japan,460,8
17725,Cucurbit aphid-borne yellows virus,Montenegro,464,4
17726,Cucurbit aphid-borne yellows virus,Morocco,467,3
17727,Cucurbit aphid-borne yellows virus,Pakistan,474,7
17728,Cucurbit aphid-borne yellows virus,Papua New Guinea,480,6
17729,Cucurbit aphid-borne yellows virus,Philippines,486,6
17730,Cucurbit aphid-borne yellows virus,Poland,490,4
17731,Cucurbit aphid-borne yellows virus,Saudi Arabia,499,9
17732,Cucurbit aphid-borne yellows virus,Serbia,563,64
17733,Cucurbit aphid-borne yellows virus,Slovakia,564,1
17734,Cucurbit aphid-borne yellows virus,Slovenia,570,6
17735,Cucurbit aphid-borne yellows virus,South Korea,771,201
17736,Cucurbit aphid-borne yellows virus,Spain,813,42
17737,Cucurbit aphid-borne yellows virus,Sri Lanka,815,2
17738,Cucurbit aphid-borne yellows virus,Sudan,820,5
17739,Cucurbit aphid-borne yellows virus,Syria,823,3
17740,Cucurbit aphid-borne yellows virus,Taiwan,866,43
17741,Cucurbit aphid-borne yellows virus,Thailand,917,51
17742,Cucurbit aphid-borne yellows virus,Timor-Leste,923,6
17743,Cucurbit aphid-borne yellows virus,Tunisia,941,18
17744,Cucurbit aphid-borne yellows virus,Turkey,958,17
17745,Cucurbit aphid-borne yellows virus,USA,970,12
17746,Cucurbit aphid-borne yellows virus,Uzbekistan,976,6
17747,Cucurbit aphid-borne yellows virus-like,Australia,10,10
17748,Cucurbit chlorotic yellows virus,Algeria,3,3
17749,Cucurbit chlorotic yellows virus,China,114,111
17750,Cucurbit chlorotic yellows virus,Cyprus,119,5
17751,Cucurbit chlorotic yellows virus,Egypt,122,3
17752,Cucurbit chlorotic yellows virus,Greece,153,31
17753,Cucurbit chlorotic yellows virus,Iran,169,16
17754,Cucurbit chlorotic yellows virus,Israel,178,9
17755,Cucurbit chlorotic yellows virus,Japan,203,25
17756,Cucurbit chlorotic yellows virus,Jordan,211,8
17757,Cucurbit chlorotic yellows virus,Lebanon,240,29
17758,Cucurbit chlorotic yellows virus,Pakistan,244,4
17759,Cucurbit chlorotic yellows virus,Philippines,247,3
17760,Cucurbit chlorotic yellows virus,Saudi Arabia,266,19
17761,Cucurbit chlorotic yellows virus,South Korea,272,6
17762,Cucurbit chlorotic yellows virus,Spain,274,2
17763,Cucurbit chlorotic yellows virus,Sudan,291,17
17764,Cucurbit chlorotic yellows virus,Taiwan,329,38
17765,Cucurbit chlorotic yellows virus,Turkey,334,5
17766,Cucurbit chlorotic yellows virus,USA,377,43
17767,Cucurbit cytorhabdovirus 1,Greece,17,17
17768,Cucurbit leaf crumple virus,Mexico,12,12
17769,Cucurbit leaf crumple virus,USA,65,53
17770,Cucurbit mild mosaic virus,China,5,5
17771,Cucurbit potyvirus,Iran,1,1
17772,Cucurbit vein banding virus,Argentina,16,16
17773,Cucurbit yellow mosaic alphasatellite,Pakistan,4,4
17774,Cucurbit yellow stunting disorder virus,China,1,1
17775,Cucurbit yellow stunting disorder virus,Cyprus,7,6
17776,Cucurbit yellow stunting disorder virus,Egypt,8,1
17777,Cucurbit yellow stunting disorder virus,France,9,1
17778,Cucurbit yellow stunting disorder virus,Greece,25,16
17779,Cucurbit yellow stunting disorder virus,Guatemala,27,2
17780,Cucurbit yellow stunting disorder virus,Iran,45,18
17781,Cucurbit yellow stunting disorder virus,Israel,46,1
17782,Cucurbit yellow stunting disorder virus,Italy,47,1
17783,Cucurbit yellow stunting disorder virus,Jordan,57,10
17784,Cucurbit yellow stunting disorder virus,Lebanon,61,4
17785,Cucurbit yellow stunting disorder virus,Mexico,62,1
17786,Cucurbit yellow stunting disorder virus,Portugal,64,2
17787,Cucurbit yellow stunting disorder virus,Saudi Arabia,78,14
17788,Cucurbit yellow stunting disorder virus,Spain,122,44
17789,Cucurbit yellow stunting disorder virus,Sudan,124,2
17790,Cucurbit yellow stunting disorder virus,Thailand,137,13
17791,Cucurbit yellow stunting disorder virus,Tunisia,138,1
17792,Cucurbit yellow stunting disorder virus,Turkey,143,5
17793,Cucurbit yellow stunting disorder virus,USA,182,39
17794,Cucurbit yellow stunting disorder virus,United Arab Emirates,184,2
17795,Cucurbita pepo begomovirus - Gorakhpur,India,1,1
17796,Cucurbitaria piceae virus 1,Czech Republic,10,10
17797,Cucurbitaria piceae virus 1,Switzerland,12,2
17798,Cuernavacavirus,Argentina,115,115
17799,Cuernavacavirus,Mexico,228,113
17800,Cuevavirus,Hungary,3,3
17801,Cuevavirus,Spain,21,18
17802,Cuiaba sripuvirus,Brazil,14,14
17803,Cukevirus,USA,254,254
17804,Culex Bastrovirus-like virus,USA,2,2
17805,Culex Biggie-like virus,USA,3,3
17806,Culex Bunya-like virus,Spain,1,1
17807,Culex Bunya-like virus,USA,5,4
17808,Culex Bunyavirus 1,USA,3,3
17809,Culex Bunyavirus 2,USA,85,85
17810,Culex Cordoba-like virus,USA,1,1
17811,Culex Daeseongdong-like virus,USA,2,2
17812,Culex Flavi-like virus,USA,2,2
17813,Culex Hubei-like virus,USA,3,3
17814,Culex Iflavi-like virus 1,USA,2,2
17815,Culex Iflavi-like virus 2,USA,1,1
17816,Culex Iflavi-like virus 3,USA,5,5
17817,Culex Iflavi-like virus 4,Belgium,1,1
17818,Culex Iflavi-like virus 4,Spain,3,2
17819,Culex Iflavi-like virus 4,USA,15,12
17820,Culex Negev #730-like virus,USA,3,3
17821,Culex Negev EO-329-like virus,USA,3,3
17822,Culex Noda-like virus 1,USA,1,1
17823,Culex Noda-like virus 2,USA,2,2
17824,Culex Tetra-like virus,USA,6,6
17825,Culex Virga-like virus,USA,3,3
17826,Culex Y virus,Germany,2,2
17827,Culex Y virus,USA,6,4
17828,Culex associated luteo like virus,Sweden,2,2
17829,Culex densovirus,USA,20,20
17830,Culex densovirus 0507JS11,China,2,2
17831,Culex dicistrovirus 1,USA,2,2
17832,Culex dicistrovirus 2,USA,2,2
17833,Culex eumelanomyia virus D24-K18,Cote d'Ivoire,1,1
17834,Culex flavivirus,Argentina,18,18
17835,Culex flavivirus,Brazil,57,39
17836,Culex flavivirus,China,134,77
17837,Culex flavivirus,Colombia,154,20
17838,Culex flavivirus,Ghana,155,1
17839,Culex flavivirus,Guatemala,157,2
17840,Culex flavivirus,Indonesia,164,7
17841,Culex flavivirus,Japan,276,112
17842,Culex flavivirus,Kenya,306,30
17843,Culex flavivirus,Mexico,326,20
17844,Culex flavivirus,Myanmar,344,18
17845,Culex flavivirus,Paraguay,346,2
17846,Culex flavivirus,Saudi Arabia,357,11
17847,Culex flavivirus,Taiwan,370,13
17848,Culex flavivirus,Trinidad and Tobago,372,2
17849,Culex flavivirus,Turkey,380,8
17850,Culex flavivirus,USA,420,40
17851,Culex flavivirus,Uganda,421,1
17852,Culex impudicus luteo-like virus,Greece,4,4
17853,Culex inatomii luteo-like virus,Japan,3,3
17854,Culex inatomii totivirus,Belgium,6,6
17855,Culex inatomii totivirus,Japan,8,2
17856,Culex luteo-like virus,Australia,12,12
17857,Culex modestus orthomyxo-like virus,Greece,4,4
17858,Culex modestus totivirus,Greece,2,2
17859,Culex mononega-like virus 1,Australia,25,25
17860,Culex mononega-like virus 1,Sweden,26,1
17861,Culex mononega-like virus 2,Australia,42,42
17862,Culex mononega-like virus 2,Sweden,52,10
17863,Culex mosquito virus 1,USA,2,2
17864,Culex mosquito virus 2,USA,4,4
17865,Culex mosquito virus 3,USA,2,2
17866,Culex mosquito virus 6,USA,44,44
17867,Culex narnavirus 1,Netherlands,2,2
17868,Culex narnavirus 1,USA,174,172
17869,Culex negev-like virus 1,Australia,12,12
17870,Culex negev-like virus 1,South Korea,15,3
17871,Culex negev-like virus 2,Australia,6,6
17872,Culex negev-like virus 3,Australia,9,9
17873,Culex nigripalpus nucleopolyhedrovirus,USA,218,218
17874,Culex ohlsrhavirus,Australia,20,20
17875,Culex ohlsrhavirus,USA,25,5
17876,Culex originated Tymoviridae-like virus,China,5,5
17877,Culex originated Tymoviridae-like virus,India,6,1
17878,Culex originated Tymoviridae-like virus,USA,9,3
17879,Culex orthomyxo-like virus,Sweden,4,4
17880,Culex orthophasmavirus,Australia,32,32
17881,Culex orthophasmavirus,Colombia,36,4
17882,Culex orthophasmavirus,Greece,39,3
17883,Culex perexiguus rhabdovirus,Greece,1,1
17884,Culex permutotetra-like virus,Ghana,3,3
17885,Culex picorna-like virus 1,Mozambique,1,1
17886,Culex picorna-like virus 1,South Korea,2,1
17887,Culex pipiens associated Tunisia virus,India,5,5
17888,Culex pipiens associated Tunisia virus,Tunisia,9,4
17889,Culex pipiens orthomyxo-like virus,Greece,6,6
17890,Culex pipiens rhabdovirus 1,Spain,1,1
17891,Culex pipiens rhabdovirus 2,Spain,1,1
17892,Culex pipiens-associated Tunisia virus,Tunisia,6,6
17893,Culex pipiens-associated Tunisia virus,USA,45,39
17894,Culex pipiens-associated Tunisia virus,Viet Nam,53,8
17895,Culex pseudovishnui bunya-like virus,Japan,5,5
17896,Culex pseudovishnui negev-like virus,Japan,4,4
17897,Culex pseudovishnui partitivirus,Japan,1,1
17898,Culex pseudovishnui tymo-like virus,Japan,3,3
17899,Culex restuans cypovirus,USA,1,1
17900,Culex rhabdovirus,Switzerland,5,5
17901,Culex rhabdovirus,USA,10,5
17902,Culex theileri flavivirus,China,1,1
17903,Culex theileri flavivirus,Indonesia,3,2
17904,Culex theileri flavivirus PoMoFlav_A131,Portugal,1,1
17905,Culex theileri flavivirus RP-2011,Portugal,2,2
17906,Culex tritaeniorhynchus Anphevirus,Japan,10,10
17907,Culex tritaeniorhynchus Aspiviridae-related virus,Japan,1,1
17908,Culex tritaeniorhynchus Negev-like virus,Japan,5,5
17909,Culex tritaeniorhynchus flavi-like virus,Japan,1,1
17910,Culex tritaeniorhynchus partitivirus,Japan,2,2
17911,Culex tritaeniorhynchus totivirus,China,8,8
17912,Culex vishnui subgroup totivirus,Japan,4,4
17913,Culex-associated Luteo-like virus,USA,23,23
17914,Culex-associated Tombus-like virus,USA,4,4
17915,Culicidavirus,China,12,12
17916,Culicidavirus,South Korea,18,6
17917,Culicidavirus,Sweden,21,3
17918,Culicidavirus,USA,42,21
17919,Culicidavirus culicidae,China,12,12
17920,Culicidavirus culicis,USA,3,3
17921,Culicidavirus imjinense,South Korea,6,6
17922,Culicidavirus quitotaense,Sweden,3,3
17923,Culicidavirus quitotaense,USA,21,18
17924,Culicinae flavivirus PoMoFlav_A103,Portugal,1,1
17925,Culicinae flavivirus PoMoFlav_A126,Portugal,1,1
17926,Culicinae flavivirus PoMoFlav_A128,Portugal,1,1
17927,Culicinae flavivirus PoMoFlav_A136,Portugal,1,1
17928,Culicinae flavivirus PoMoFlav_A153,Portugal,1,1
17929,Culicinae flavivirus PoMoFlav_A155,Portugal,1,1
17930,Culicinae flavivirus PoMoFlav_A163,Portugal,1,1
17931,Culicinae flavivirus PoMoFlav_A91,Portugal,1,1
17932,Culicinae flavivirus PoMoFlav_A95,Portugal,1,1
17933,Culicine-associated Z virus,France,6,6
17934,Culiseta flavivirus,USA,24,24
17935,Cultervirus,Australia,3,3
17936,Cultervirus,China,15,12
17937,Cumbaru virus,Brazil,1,1
17938,Cumuto goukovirus,Trinidad and Tobago,6,6
17939,Cunarovirus,Japan,3,3
17940,Cunarovirus,USA,24,21
17941,Cunarovirus edaphovivens,USA,3,3
17942,Cunarovirus pedadaptatum,USA,3,3
17943,Cunarovirus pedenecus,USA,3,3
17944,Cunarovirus pedocola,USA,3,3
17945,Cunarovirus pedovicinum,USA,3,3
17946,Cunarovirus pedovivens,USA,3,3
17947,Cunarovirus pelovicinum,Japan,3,3
17948,Cunavirus pedohabitans,USA,3,3
17949,Cunsystermes virus,Australia,2,2
17950,Cupixi mammarenavirus,Brazil,4,4
17951,Curionopolis curiovirus,Brazil,29,29
17952,Curiovirus,Brazil,64,64
17953,Curiovirus,French Guiana,88,24
17954,Currant latent virus,Czech Republic,6,6
17955,Currant virus A,Czech Republic,4,4
17956,Curtovirus,Iran,35,35
17957,Curtovirus,Mexico,108,73
17958,Curtovirus,USA,995,887
17959,Cururu virus,Brazil,1,1
17960,Curvibacter phage P26059A,South Korea,124,124
17961,Curvibacter virus P26059B,South Korea,92,92
17962,Curvularia lunata partitivirus 1,Czech Republic,2,2
17963,Curvularia lunata partitivirus 2,Czech Republic,2,2
17964,Curvularia orthocurvulavirus 1,USA,22,22
17965,Curvularia virus 2,USA,4,4
17966,Curvulaviridae,Austria,8,8
17967,Curvulaviridae,China,20,12
17968,Curvulaviridae,Estonia,22,2
17969,Curvulaviridae,Finland,100,78
17970,Curvulaviridae,France,101,1
17971,Curvulaviridae,Greece,104,3
17972,Curvulaviridae,Italy,105,1
17973,Curvulaviridae,Philippines,107,2
17974,Curvulaviridae,Poland,109,2
17975,Curvulaviridae,Russia,114,5
17976,Curvulaviridae,South Korea,120,6
17977,Curvulaviridae,Turkey,126,6
17978,Curvulaviridae,USA,150,24
17979,Cushing virus,Australia,2,2
17980,Cutibacterium phage FD1,Israel,53,53
17981,Cutibacterium phage FD2,Israel,51,51
17982,Cutibacterium phage FD3,Israel,50,50
17983,Cutibacterium phage P104B,USA,44,44
17984,Cutibacterium phage P106A,USA,45,45
17985,Cutibacterium phage P106C,USA,46,46
17986,Cutibacterium phage P106I,USA,46,46
17987,Cutibacterium phage P106L,USA,45,45
17988,Cutibacterium phage P106M,USA,45,45
17989,Cutibacterium phage P107A,USA,45,45
17990,Cutibacterium phage P107C,USA,44,44
17991,Cutibacterium phage P108C,USA,44,44
17992,Cutibacterium phage PAVL20,Israel,47,47
17993,Cutibacterium phage PAVL21,Israel,57,57
17994,Cutibacterium phage PAVL33,Israel,51,51
17995,Cutibacterium phage PAVL34,Israel,54,54
17996,Cutibacterium phage PAVL45,Israel,49,49
17997,Cutsystermes virus,Australia,1,1
17998,Cyamopsis tetragonoloba leaf curl Sikar virus,India,1,1
17999,Cyamopsis tetragonoloba leaf curl virus,India,1,1
18000,Cyanistes caeruleus herpesvirus,Slovenia,1,1
18001,Cyanophage BHS3,South Africa,9,9
18002,Cyanophage COL-MR-0918-01-1,USA,1,1
18003,Cyanophage ENR-AB-0918-01-11,USA,1,1
18004,Cyanophage ENR-AB-0918-01-3,USA,1,1
18005,Cyanophage ENR-AB-0918-01-4,USA,1,1
18006,Cyanophage ENR-AB-0918-01-6,USA,1,1
18007,Cyanophage ENR-AB-0918-01-7,USA,1,1
18008,Cyanophage ENR-AB-0918-01-8,USA,1,1
18009,Cyanophage ENR-AS-0918-01-10,USA,1,1
18010,Cyanophage ENR-AS-0918-01-11,USA,1,1
18011,Cyanophage ENR-AS-0918-01-12,USA,1,1
18012,Cyanophage ENR-AS-0918-01-7,USA,1,1
18013,Cyanophage ENR-AS-0918-01-8,USA,1,1
18014,Cyanophage ENR-AS-0918-01-9,USA,1,1
18015,Cyanophage ENR-Dpar-1018-03-1,USA,1,1
18016,Cyanophage ENR-Dpar-1018-03-10,USA,1,1
18017,Cyanophage ENR-Dpar-1018-03-2,USA,1,1
18018,Cyanophage ENR-Dpar-1018-03-3,USA,1,1
18019,Cyanophage ENR-Dpar-1018-03-4,USA,1,1
18020,Cyanophage ENR-Dpar-1018-03-5,USA,1,1
18021,Cyanophage ENR-Dpar-1018-03-5a,USA,1,1
18022,Cyanophage ENR-Dpar-1018-03-6,USA,1,1
18023,Cyanophage ENR-Dpar-1018-03-7,USA,1,1
18024,Cyanophage ENR-Dpar-1018-03-7a,USA,1,1
18025,Cyanophage ENR-Dpar-1018-03-8,USA,1,1
18026,Cyanophage ENR-Dpar-1018-03-8a,USA,1,1
18027,Cyanophage ENR-Dpar-1018-03-9,USA,1,1
18028,Cyanophage ENR-Zpul-1118-03-1,USA,1,1
18029,Cyanophage IMG-AS-918-01-4,USA,1,1
18030,Cyanophage IMG-Aful-0918-03-4,USA,1,1
18031,Cyanophage IMG-Aful-0918-03-4a,USA,1,1
18032,Cyanophage IMG-Aful-0918-03-5,USA,1,1
18033,Cyanophage IMG-Aful-0918-03-5a,USA,1,1
18034,Cyanophage IMG-Aful-0918-03-6,USA,1,1
18035,Cyanophage IMG-Aful-0918-03-7,USA,1,1
18036,Cyanophage IMG-Aful-0918-03-8,USA,1,1
18037,Cyanophage IMG-Aful-0918-03-9,USA,1,1
18038,Cyanophage IMG-Ppor-0918-03-3,USA,1,1
18039,Cyanophage IMG-Ppor-0918-03-5,USA,1,1
18040,Cyanophage IMG-Ppor-0918-03-9,USA,1,1
18041,Cyanophage IMG-Ptum-1018-03-1,USA,2,2
18042,Cyanophage IMG-Ptum-1018-03-2,USA,2,2
18043,Cyanophage IMG-Ptum-1018-03-3,USA,1,1
18044,Cyanophage IMG-Ptum-1018-03-4,USA,1,1
18045,Cyanophage KAE-2011,Egypt,1,1
18046,Cyanophage KBS-S-1A,USA,37,37
18047,Cyanophage KLS-01,Kuwait,1,1
18048,Cyanophage KLS-10,Kuwait,1,1
18049,Cyanophage KLS-13,Kuwait,1,1
18050,Cyanophage KLS-14,Kuwait,1,1
18051,Cyanophage KLS-15,Kuwait,1,1
18052,Cyanophage KLS-16,Kuwait,1,1
18053,Cyanophage KLS-17,Kuwait,1,1
18054,Cyanophage KLS-18,Kuwait,1,1
18055,Cyanophage KLS-25,Kuwait,1,1
18056,Cyanophage KLS-26,Kuwait,1,1
18057,Cyanophage KLS-28,Kuwait,1,1
18058,Cyanophage KLS-33,Kuwait,1,1
18059,Cyanophage KLS-35,Kuwait,1,1
18060,Cyanophage KLS-36,Kuwait,1,1
18061,Cyanophage KLS-53,Kuwait,1,1
18062,Cyanophage KLS-56,Kuwait,1,1
18063,Cyanophage KLS-57,Kuwait,1,1
18064,Cyanophage KLS-61,Kuwait,1,1
18065,Cyanophage KLS-62,Kuwait,1,1
18066,Cyanophage KLS-63,Kuwait,1,1
18067,Cyanophage KLS-64,Kuwait,1,1
18068,Cyanophage KLS-68,Kuwait,1,1
18069,Cyanophage KLS-73,Kuwait,1,1
18070,Cyanophage KLS-75,Kuwait,1,1
18071,Cyanophage KLS-76,Kuwait,1,1
18072,Cyanophage KLS-92,Kuwait,1,1
18073,Cyanophage LAU-AC-0918-03-2,USA,1,1
18074,Cyanophage LAU-AC-0918-03-3,USA,1,1
