Species,Country,Count
Decapod hepandensovirus 1,Egypt,9
Decapod hepandensovirus 1,India,6
Decapod hepandensovirus 1,Madagascar,3
Decapod hepandensovirus 1,Saudi Arabia,1
Decapod hepandensovirus 1,South Korea,3
Decapod hepandensovirus 1,Tanzania,3
Decapod hepandensovirus 1,Thailand,8
Decapod iridescent virus 1,China,347
Decapod penstyldensovirus 1,Australia,32
Decapod penstyldensovirus 1,Brazil,3
Decapod penstyldensovirus 1,China,69
Decapod penstyldensovirus 1,Costa Rica,3
Decapod penstyldensovirus 1,Ecuador,6
Decapod penstyldensovirus 1,Egypt,6
Decapod penstyldensovirus 1,India,15
Decapod penstyldensovirus 1,Malaysia,1
Decapod penstyldensovirus 1,Mexico,97
Decapod penstyldensovirus 1,Myanmar,1
Decapod penstyldensovirus 1,New Caledonia,2
Decapod penstyldensovirus 1,Peru,36
Decapod penstyldensovirus 1,Philippines,87
Decapod penstyldensovirus 1,Saudi Arabia,2
Decapod penstyldensovirus 1,South Korea,7
Decapod penstyldensovirus 1,Taiwan,11
Decapod penstyldensovirus 1,Thailand,9
Decapod penstyldensovirus 1,USA,6
Decapod penstyldensovirus 1,Viet Nam,13
Decapod penstylhamaparvovirus 1,Venezuela,12
Decapterus kurroides nervous necrosis virus,Taiwan,1
Decapterus macrosoma iridovirus,Taiwan,1
Decapterus macrosoma nervous necrosis virus,Taiwan,1
Decapterus russelli iridovirus,Taiwan,1
Decronivirus 1,China,6
Deer atadenovirus A,USA,270
Deer faeces associated circular DNA virus 1,New Zealand,4
Deer mastadenovirus B,USA,56
Deer tick mononegavirales-like virus,China,1
Deer tick mononegavirales-like virus,USA,2
Defiwi virus,USA,1
Deformed wing virus,Albania,1
Deformed wing virus,Algeria,11
Deformed wing virus,Argentina,17
Deformed wing virus,Australia,26
Deformed wing virus,Austria,37
Deformed wing virus,Belgium,4
Deformed wing virus,Benin,3
Deformed wing virus,Brazil,18
Deformed wing virus,Bulgaria,7
Deformed wing virus,Canada,19
Deformed wing virus,Chile,2
Deformed wing virus,China,347
Deformed wing virus,Costa Rica,1
Deformed wing virus,Croatia,2
Deformed wing virus,Denmark,1
Deformed wing virus,Egypt,3
Deformed wing virus,Fiji,1
Deformed wing virus,France,575
Deformed wing virus,Georgia,15
Deformed wing virus,Germany,110
Deformed wing virus,Greece,15
Deformed wing virus,Guernsey,32
Deformed wing virus,India,6
Deformed wing virus,Iran,8
Deformed wing virus,Iraq,1
Deformed wing virus,Ireland,21
Deformed wing virus,Israel,4
Deformed wing virus,Italy,22
Deformed wing virus,Japan,121
Deformed wing virus,Jersey,103
Deformed wing virus,Jordan,16
Deformed wing virus,Kyrgyzstan,9
Deformed wing virus,Lebanon,4
Deformed wing virus,Lithuania,3
Deformed wing virus,Malaysia,1
Deformed wing virus,Mexico,40
Deformed wing virus,Mongolia,7
Deformed wing virus,Morocco,12
Deformed wing virus,Netherlands,5
Deformed wing virus,New Zealand,47
Deformed wing virus,Pakistan,31
Deformed wing virus,Peru,2
Deformed wing virus,Poland,41
Deformed wing virus,Romania,9
Deformed wing virus,Russia,5
Deformed wing virus,Serbia,8
Deformed wing virus,Slovenia,112
Deformed wing virus,Solomon Islands,1
Deformed wing virus,South Africa,1
Deformed wing virus,South Korea,48
Deformed wing virus,Spain,25
Deformed wing virus,Sweden,76
Deformed wing virus,Switzerland,170
Deformed wing virus,Syria,38
Deformed wing virus,Taiwan,12
Deformed wing virus,Thailand,125
Deformed wing virus,Tunisia,11
Deformed wing virus,Turkey,33
Deformed wing virus,USA,291
Deformed wing virus,United Kingdom,557
Deformed wing virus,Uruguay,1
Deformed wing virus,Vanuatu,1
Deformed wing virus,Viet Nam,4
Deformed wing virus,Yemen,5
Deformed wing virus,Yugoslavia,3
Degsystermes virus,Australia,3
Dehcevirus asiohabitans,USA,3
Dehcevirus asiovicinum,Japan,3
Dehcevirus soladaptatum,USA,4
Dehgumevirus asiovivens,Japan,3
Dehkhevirus borboradaptatum,USA,3
Deinbollia mosaic virus,Kenya,8
Deinbollia mosaic virus,Tanzania,32
Delisea pulchra RNA virus,Australia,4
Delisea pulchra picornavirus IndA,Australia,1
Delisea pulchra picornavirus IndB,Australia,1
Delisea pulchra totivirus IndA,Australia,13
Delisea pulchra totivirus IndB,Australia,5
Delitschia confertaspora partitivirus 1,USA,2
Delphin genomovirus 1,Saint Vincent and the Grenadines,2
Delphin genomovirus 2,Saint Vincent and the Grenadines,2
Delphin genomovirus 3,Saint Vincent and the Grenadines,2
Delphin virus 1,Saint Vincent and the Grenadines,2
Delphin virus 2,Saint Vincent and the Grenadines,4
Delphin virus 3,Saint Vincent and the Grenadines,2
Delphinapterus leucas alphaherpesvirus,Canada,2
Delphinapterus leucas alphaherpesvirus,USA,1
Delphinid herpesvirus 10,Brazil,1
Delphinid herpesvirus 2,USA,1
Delphinid herpesvirus 8,USA,1
Delphinid herpesvirus 9,USA,1
Delphinium vein-clearing virus,USA,3
Delphinus delphis alphaherpesvirus,Spain,2
Delphinus delphis polyomavirus 1,USA,10
Deltaarterivirus hemfev,USA,133
Deltaarterivirus hemfev,Uganda,36
Deltaarterivirus pejah,USA,60
Deltacoronavirus B04,Brazil,1
Deltacoronavirus B07,Brazil,1
Deltacoronavirus HNU1-1,China,9
Deltacoronavirus HNU1-2,China,9
Deltacoronavirus HNU2,China,9
Deltacoronavirus HNU3,China,9
Deltacoronavirus sp.,Australia,10
Deltacoronavirus sp.,Brazil,4
Deltacoronavirus sp.,China,29
Deltacoronavirus sp.,Italy,8
Deltacoronavirus sp.,USA,3
Deltalipothrixvirus SBFV3,Japan,108
Deltapapillomavirus 3,Italy,6
Deltapapillomavirus 4,Austria,52
Deltapapillomavirus 4,Brazil,101
Deltapapillomavirus 4,Canada,8
Deltapapillomavirus 4,China,153
Deltapapillomavirus 4,Costa Rica,3
Deltapapillomavirus 4,Croatia,7
Deltapapillomavirus 4,Cyprus,2
Deltapapillomavirus 4,Egypt,25
Deltapapillomavirus 4,India,55
Deltapapillomavirus 4,Iraq,38
Deltapapillomavirus 4,Italy,34
Deltapapillomavirus 4,Japan,138
Deltapapillomavirus 4,Morocco,8
Deltapapillomavirus 4,Nigeria,6
Deltapapillomavirus 4,Poland,106
Deltapapillomavirus 4,Portugal,1
Deltapapillomavirus 4,South Africa,86
Deltapapillomavirus 4,Spain,4
Deltapapillomavirus 4,Switzerland,153
Deltapapillomavirus 4,Turkey,52
Deltapapillomavirus 4,USA,15
Deltapapillomavirus 4,United Kingdom,53
Deltapapillomavirus 5,Hungary,16
Deltapapillomavirus 5,Slovenia,48
Deltapapillomavirus 5,United Kingdom,9
Deltapapillomavirus 6,Egypt,7
Deltapapillomavirus 6,Sudan,28
Deltapapillomavirus 7,Denmark,16
Deltapapillomavirus sp.,Egypt,4
Deltapapillomavirus sp.,Italy,14
Deltavirus italiense,Taiwan,2
Deltavirus japanense,Taiwan,2
Dendrobium chlorotic mosaic virus,Taiwan,13
Dendrocopos leucotos CRESS-DNA-virus sp.,China,2
Dendrocopos leucotos Chaphamaparvovirus,China,2
Dendrocopos leucotos parvoviridae sp.,China,3
Dendrolimus cypovirus XY-2009a,China,1
Dendrolimus kikuchii nucleopolyhedrovirus,China,149
Dendrolimus punctatus cypovirus 22,China,32
Dendrolimus punctatus virus,China,6
Denfovirus borborenecus,USA,3
Dengue virus,Angola,37
Dengue virus,Anguilla,1
Dengue virus,Antigua and Barbuda,3
Dengue virus,Arctic Ocean,2
Dengue virus,Argentina,122
Dengue virus,Aruba,4
Dengue virus,Australia,115
Dengue virus,Bahamas,5
Dengue virus,Bangladesh,235
Dengue virus,Barbados,24
Dengue virus,Belize,8
Dengue virus,Benin,2
Dengue virus,Bhutan,74
Dengue virus,Bolivia,18
Dengue virus,Borneo,4
Dengue virus,Brazil,2397
Dengue virus,British Virgin Islands,7
Dengue virus,Brunei,15
Dengue virus,Burkina Faso,44
Dengue virus,Cambodia,417
Dengue virus,Cameroon,19
Dengue virus,Cape Verde,7
Dengue virus,Chile,13
Dengue virus,China,4963
Dengue virus,Colombia,766
Dengue virus,Comoros,2
Dengue virus,Cook Islands,8
Dengue virus,Costa Rica,66
Dengue virus,Cote d'Ivoire,21
Dengue virus,Croatia,2
Dengue virus,Cuba,61
Dengue virus,Djibouti,8
Dengue virus,Dominica,15
Dengue virus,Dominican Republic,29
Dengue virus,East Timor,122
Dengue virus,Ecuador,121
Dengue virus,El Salvador,19
Dengue virus,Eritrea,3
Dengue virus,Fiji,55
Dengue virus,France,15
Dengue virus,French Guiana,48
Dengue virus,French Polynesia,322
Dengue virus,Gabon,22
Dengue virus,Gambia,1
Dengue virus,Germany,1
Dengue virus,Ghana,11
Dengue virus,Grenada,23
Dengue virus,Guadeloupe,6
Dengue virus,Guatemala,8
Dengue virus,Guinea,1
Dengue virus,Guyana,7
Dengue virus,Haiti,16
Dengue virus,Honduras,59
Dengue virus,Hungary,2
Dengue virus,India,4097
Dengue virus,Indonesia,1143
Dengue virus,Iran,5
Dengue virus,Ireland,5
Dengue virus,Italy,6
Dengue virus,Jamaica,15
Dengue virus,Japan,52
Dengue virus,Kenya,112
Dengue virus,Kiribati,4
Dengue virus,Laos,348
Dengue virus,Madagascar,4
Dengue virus,Malaysia,824
Dengue virus,Maldives,12
Dengue virus,Mali,1
Dengue virus,Marshall Islands,2
Dengue virus,Martinique,28
Dengue virus,Mauritania,12
Dengue virus,Mexico,558
Dengue virus,Micronesia,10
Dengue virus,Montserrat,3
Dengue virus,Morocco,1
Dengue virus,Mozambique,6
Dengue virus,Myanmar,507
Dengue virus,Nauru,5
Dengue virus,Nepal,81
Dengue virus,Netherlands Antilles,2
Dengue virus,New Caledonia,249
Dengue virus,Nicaragua,544
Dengue virus,Nigeria,23
Dengue virus,Niue,3
Dengue virus,Pacific Ocean,11
Dengue virus,Pakistan,395
Dengue virus,Palau,1
Dengue virus,Panama,183
Dengue virus,Papua New Guinea,74
Dengue virus,Paraguay,83
Dengue virus,Peru,214
Dengue virus,Philippines,680
Dengue virus,Portugal,5
Dengue virus,Republic of the Congo,1
Dengue virus,Reunion,13
Dengue virus,Russia,36
Dengue virus,Saint Barthelemy,1
Dengue virus,Saint Kitts and Nevis,4
Dengue virus,Saint Lucia,10
Dengue virus,Saint Vincent and the Grenadines,9
Dengue virus,Samoa,12
Dengue virus,Saudi Arabia,147
Dengue virus,Senegal,35
Dengue virus,Seychelles,3
Dengue virus,Singapore,3743
Dengue virus,Solomon Islands,35
Dengue virus,Somalia,20
Dengue virus,South Korea,23
Dengue virus,Spain,3
Dengue virus,Sri Lanka,297
Dengue virus,Sudan,6
Dengue virus,Suriname,32
Dengue virus,Sweden,1
Dengue virus,Taiwan,1526
Dengue virus,Tanzania,25
Dengue virus,Thailand,4619
Dengue virus,Timor-Leste,13
Dengue virus,Togo,2
Dengue virus,Tonga,14
Dengue virus,Trinidad and Tobago,44
Dengue virus,Tuvalu,4
Dengue virus,USA,1021
Dengue virus,Uganda,2
Dengue virus,Uruguay,58
Dengue virus,Vanuatu,10
Dengue virus,Venezuela,507
Dengue virus,Viet Nam,2533
Dengue virus,Wallis and Futuna,17
Dengue virus,Yemen,19
Densovirinae sp.,China,43
Densovirinae sp.,USA,13
Densovirus SC1065,China,1
Densovirus SC1118,China,1
Densovirus SC116,China,2
Densovirus SC2121,China,1
Densovirus SC2209,China,1
Densovirus SC2228,China,1
Densovirus SC2886,China,1
Densovirus SC3749,China,1
Densovirus SC3908,China,1
Densovirus SC4092,China,1
Densovirus SC444,China,1
Densovirus SC525,China,1
Dentex tumifrons iridovirus,Taiwan,1
Depandovirus solicola,USA,3
Dependoparvovirus sp.,China,36
Dependoparvovirus sp.,South Africa,2
Dependoparvovirus sp.,Viet Nam,9
Dera Ghazi Khan orthonairovirus,Pakistan,6
Dermapteran chu-related virus OKIAV142,Japan,4
Dermapteran orthomyxo-related virus OKIAV170,Germany,5
Desmodium leaf distortion virus,Cuba,90
Desmodium leaf distortion virus,Mexico,13
Desmodium mosaic virus,Venezuela,7
Desmodium mottle virus,Uganda,24
Desmodium potyvirus,India,2
Desmodium yellow spot virus,Venezuela,7
Desmodus rotundus Adenovirus 1,Guatemala,9
Desmodus rotundus Adenovirus 2,Guatemala,5
Desmodus rotundus adenovirus POA/2012/N5.1,Brazil,1
Desmodus rotundus betaherpesvirus,Peru,14
Desmodus rotundus circovirus 1,French Guiana,1
Desmodus rotundus dependoparvovirus,Brazil,2
Desmodus rotundus endogenous retrovirus,Brazil,2
Desmodus rotundus endogenous retrovirus,Germany,4
Desmodus rotundus endogenous retrovirus,Mexico,6
Desmodus rotundus gammaherpesvirus,Mexico,2
Desmodus rotundus gammaherpesvirus 1,French Guiana,2
Desmodus rotundus gammaherpesvirus 2,French Guiana,1
Desmodus rotundus gammaherpesvirus 3,French Guiana,2
Desmodus rotundus gammaherpesvirus A,French Guiana,5
Desmodus rotundus gammaherpesvirus B,French Guiana,3
Desmodus rotundus gammaherpesvirus C,French Guiana,1
Desmodus rotundus parvovirus,Brazil,4
Desmodus rotundus polyomavirus 1,French Guiana,10
Desulfovibrio phage ProddE,USA,48
Dezidougou virus,Cote d'Ivoire,3
Dezidougou virus,Senegal,3
Dezidougou virus,Spain,3
Dhati Welel mammarenavirus,Ethiopia,16
Dhori thogotovirus,China,8
Dhori thogotovirus,India,7
Dhori thogotovirus,Kyrgyzstan,3
Dhori thogotovirus,Russia,18
Diabrotica undecimpunctata virus 1,USA,1
Diabrotica undecimpunctata virus 2,USA,2
Diabrotica virgifera virgifera virus 1,USA,1
Diabrotica virgifera virgifera virus 2,USA,2
Diabrotica virgifera virgifera virus 3,USA,4
Diachasmimorpha entomopoxvirus,USA,193
Diachasmimorpha longicaudata rhabdovirus,USA,12
Diadegma fenestrale ichnovirus,South Korea,13
Diadegma semiclausum ichnovirus,China,103
Diaemus youngi gammaherpesvirus 1,French Guiana,2
Diaemus youngi gammaherpesvirus A,French Guiana,1
Diamondback moth iflavirus,Australia,1
Diamondback moth iflavirus,China,2
Dianella chlorotic mottle virus,Australia,1
Diaphania pulverulentalis nucleopolyhedrovirus,India,1
Diaphorina citri associated C virus,China,3
Diaphorina citri bunyavirus,China,3
Diaphorina citri cimodo-like virus,USA,10
Diaphorina citri flavi-like virus,USA,2
Diaphorina citri picorna-like virus,Brazil,1
Diaphorina citri reovirus,China,7
Diaphorina citri reovirus,USA,20
Diaporthe pseudophoenicicola DNA virus 1,China,2
Diaporthe rudis mitovirus 1,Czech Republic,1
Diascia yellow mottle virus,Guatemala,3
Diascia yellow mottle virus,USA,6
Diatom RNA virus 1,Japan,2
Diatom colony associated dsRNA virus 1,Japan,2
Diatom colony associated dsRNA virus 10,Japan,4
Diatom colony associated dsRNA virus 11,Japan,4
Diatom colony associated dsRNA virus 12,Japan,4
Diatom colony associated dsRNA virus 13,Japan,4
Diatom colony associated dsRNA virus 14,Japan,2
Diatom colony associated dsRNA virus 15,Japan,2
Diatom colony associated dsRNA virus 16,Japan,4
Diatom colony associated dsRNA virus 17 genome type A,Japan,4
Diatom colony associated dsRNA virus 17 genome type B,Japan,4
Diatom colony associated dsRNA virus 2,Japan,4
Diatom colony associated dsRNA virus 3,Japan,4
Diatom colony associated dsRNA virus 4 genome type A,Japan,4
Diatom colony associated dsRNA virus 4 genome type B,Japan,4
Diatom colony associated dsRNA virus 5,Japan,4
Diatom colony associated dsRNA virus 6,Japan,4
Diatom colony associated dsRNA virus 7,Japan,4
Diatom colony associated dsRNA virus 8,Japan,4
Diatom colony associated dsRNA virus 9 genome type A,Japan,4
Diatom colony associated dsRNA virus 9 genome type B,Japan,2
Diatom colony associated ssRNA virus 1,Japan,2
Diatom colony associated ssRNA virus 2,Japan,2
Diatom colony associated virus-Like RNA Segment 2,Japan,1
Diatom colony associated virus-Like RNA Segment 3,Japan,1
Diatom colony associated virus-Like RNA Segment 4,Japan,1
Diatom colony associated virus-Like RNA Segment 5,Japan,1
Diatom colony associated virus-Like RNA Segment 6,Japan,1
Diatom totivirus 1,Japan,2
Diatraea saccharalis granulovirus,Brazil,250
Dibaevirus borborocola,USA,3
Dicentrarchus labrax encephalitis virus,France,16
Dicentrarchus labrax encephalitis virus,French Polynesia,2
Dicentrarchus labrax encephalitis virus,Greece,3
Dicentrarchus labrax encephalitis virus,Israel,3
Dicentrarchus labrax encephalitis virus,Italy,4
Dicentrarchus labrax encephalitis virus,Japan,2
Dicentrarchus labrax encephalitis virus,Malta,1
Dicentrarchus labrax encephalitis virus,Portugal,1
Dicentrarchus labrax encephalitis virus,Singapore,1
Dicentrarchus labrax encephalitis virus,Spain,1
Dicentrarchus labrax encephalitis virus,Thailand,1
Dicentrarchus labrax encephalitis virus,Tunisia,2
Dicistroviridae SC2638,China,1
Dicistroviridae SC2803,China,1
Dicistroviridae SC3842,China,1
Dicistroviridae SC3921,China,1
Dicistroviridae SC4317,China,1
Dicistroviridae TZ-1,Tanzania,2
Dicistroviridae TZ-2,Tanzania,2
Dicistroviridae TZ-3,Tanzania,2
Dicistroviridae sp.,China,313
Dicistroviridae sp.,Republic of the Congo,2
Dicistroviridae sp. 1,Sri Lanka,3
Dicistroviridae sp. 2,Sri Lanka,1
Dicistroviridae sp. 3,Sri Lanka,2
Dicistroviridae sp. 4,Sri Lanka,1
Dicistroviridae sp. squirrel/UK/2011,United Kingdom,2
Dickeya phage Coodle,Denmark,201
Dickeya phage Dagda_B1,Denmark,53
Dickeya phage Ds3CZ,Czech Republic,206
Dickeya phage JA15,United Kingdom,199
Dickeya phage Kamild,Denmark,202
Dickeya phage PP35,Russia,198
Dickeya phage XF4,United Kingdom,196
Dickeya phage phiDP10.3,Poland,259
Dickeya phage phiDP23.1,Poland,265
Dickeya phage vB_DsoM_JA13,United Kingdom,323
Dickeya phage vB_DsoM_JA33,United Kingdom,321
Dickeya virus AD1,United Kingdom,660
Dickeya virus JA10,United Kingdom,100
Dickeya virus JA11,United Kingdom,642
Dickeya virus JA29,United Kingdom,636
Dickeya virus Katbat,Denmark,104
Dickeya virus Limestone,Belgium,402
Dickeya virus Limestone,Poland,190
Dickeya virus Luksen,Denmark,106
Dickeya virus Mysterion,Denmark,106
Dickeya virus Ninurta,Denmark,92
Dickeya virus RC2014,Poland,392
Dicliptera yellow mottle virus,Cuba,4
Dicliptera yellow mottle virus,USA,8
Didymoteicho chaq virus,Greece,1
Digera arvensis yellow vein betasatellite,Pakistan,5
Digitaria ciliaris striate mosaic virus,Australia,20
Digitaria didactyla striate mosaic virus,Australia,8
Digitaria streak virus,France,575
Digitaria streak virus,Italy,88
Dihsdivirus solenecus,USA,4
Dikerogammarus haemobaphes bi-facies-like virus,United Kingdom,1
Dikerogammarus haemobaphes nudivirus,United Kingdom,106
Dikerogammarus haemobaphes virus 1,United Kingdom,57
Dilkington hypovirus,Australia,1
Dill cryptic virus 1,Germany,4
Dill cryptic virus 2,Germany,4
Dillard sunrhavirus,USA,5
Dilzevirus borborohabitans,USA,3
Dinocampus coccinellae paralysis virus,Canada,2
Dinoroseobacter phage vBDshPR2C,China,85
Dinoroseobacter phage vB_DshP-R7L,China,83
Dinoroseobacter phage vB_DshS-R4C,China,49
Dinoroseobacter virus D5C,China,246
Dinoroseobacter virus DFL12,China,172
Dinoroseobacter virus DS1410Ws06,China,154
Diodia vein chlorosis virus,USA,20
Diolcogaster facetosa bracovirus,Kenya,172
Dione juno MNPV tmk1/ARG/2003,Argentina,9
Dione juno nucleopolyhedrovirus,Brazil,153
Dioscorea bacilliform AL virus,Brazil,48
Dioscorea bacilliform AL virus,Nigeria,12
Dioscorea bacilliform AL virus,Tonga,3
Dioscorea bacilliform AL virus,Vanuatu,30
Dioscorea bacilliform AL virus 2,Papua New Guinea,30
Dioscorea bacilliform RT virus 1,Nigeria,6
Dioscorea bacilliform RT virus 2,Nigeria,6
Dioscorea bacilliform RT virus 2,Samoa,4
Dioscorea bacilliform SN virus,Benin,3
Dioscorea bacilliform SN virus,Brazil,1
Dioscorea bacilliform TR virus,Guadeloupe,6
Dioscorea bacilliform virus,Australia,1
Dioscorea bacilliform virus,Benin,15
Dioscorea bacilliform virus,Burkina Faso,5
Dioscorea bacilliform virus,China,16
Dioscorea bacilliform virus,Cote d'Ivoire,33
Dioscorea bacilliform virus,Cuba,2
Dioscorea bacilliform virus,Fiji,11
Dioscorea bacilliform virus,French Guiana,4
Dioscorea bacilliform virus,Ghana,27
Dioscorea bacilliform virus,Guadeloupe,39
Dioscorea bacilliform virus,Guinea,22
Dioscorea bacilliform virus,Martinique,5
Dioscorea bacilliform virus,Nigeria,264
Dioscorea bacilliform virus,Papua New Guinea,18
Dioscorea bacilliform virus,Philippines,5
Dioscorea bacilliform virus,Samoa,1
Dioscorea bacilliform virus,Solomon Islands,8
Dioscorea bacilliform virus,Togo,7
Dioscorea bacilliform virus,Tonga,2
Dioscorea bacilliform virus,Vanuatu,8
Dioscorea badnavirus A,China,3
Dioscorea mosaic associated virus,Brazil,4
Dioscorea mosaic associated virus,Cote d'Ivoire,33
Dioscorea mosaic associated virus,Guadeloupe,2
Dioscorea mosaic virus,USA,2
Dioscorea nummularia associated virus,Samoa,8
Dioscorea virus A,Brazil,5
Diphylla ecaudata betaherpesvirus,Peru,1
Diphylla ecaudata gammaherpesvirus,Mexico,3
Diplodia scrobiculata RNA virus 1,USA,5
Diplodia seriata endornavirus 1,Italy,1
Dipluran jingmen-related virus,Germany,1
Dipluran tombus-related virus,Germany,2
Diporeia sp. associated circular virus,USA,21
Diporeia-associated CRESS-DNA virus LH481,USA,2
Diporeia-associated CRESS-DNA virus LM122,USA,2
Dipteran anphevirus,China,8
Dipteran beidivirus,China,6
Dipteran brevihamaparvovirus 1,Australia,3
Dipteran brevihamaparvovirus 1,Brazil,3
Dipteran brevihamaparvovirus 1,China,54
Dipteran brevihamaparvovirus 1,India,6
Dipteran brevihamaparvovirus 1,Thailand,1
Dipteran flavi-related virus,Australia,1
Dipteran flavi-related virus,Singapore,1
Dipteran flavi-related virus,USA,1
Dipteran hudivirus,China,6
Dipteran jingmen-related virus,USA,6
Dipteran muscodensovirus 1,Uruguay,4
Dipteran mypo-related virus OKIAV322,Australia,1
Dipteran orthomyxo-related virus OKIAV193,Germany,4
Dipteran orthomyxo-related virus OKIAV195,USA,4
Dipteran phasivirus,China,6
Dipteran phasma-related virus OKIAV224,Germany,2
Dipteran phasma-related virus OKIAV225,Germany,2
Dipteran phenui-related virus OKIAV274,Germany,2
Dipteran phenui-related virus OKIAV281,Germany,1
Dipteran protoambidensovirus 1,Angola,2
Dipteran protoambidensovirus 1,Armenia,4
Dipteran protoambidensovirus 1,Benin,2
Dipteran protoambidensovirus 1,Cameroon,4
Dipteran protoambidensovirus 1,Central African Republic,6
Dipteran protoambidensovirus 1,China,8
Dipteran protoambidensovirus 1,Comoros,2
Dipteran protoambidensovirus 1,Cote d'Ivoire,1
Dipteran protoambidensovirus 1,France,22
Dipteran protoambidensovirus 1,Haiti,4
Dipteran protoambidensovirus 1,Italy,1
Dipteran protoambidensovirus 1,New Caledonia,4
Dipteran protoambidensovirus 1,Russia,2
Dipteran protoambidensovirus 1,Thailand,2
Dipteran protoambidensovirus 1,Tunisia,283
Dipteran protoambidensovirus 1,Turkey,12
Dipteran protoambidensovirus 1,USA,7
Dipteran protoambidensovirus 1,Venezuela,4
Dipteran protoambidensovirus 1,Viet Nam,2
Dipteran tombus-related virus,Australia,12
Dipteran tombus-related virus,Singapore,2
Dipteran tombus-related virus,South Africa,11
Dipteran tombus-related virus,USA,5
Discula destructiva virus 1,USA,4
Discula destructiva virus 2,USA,4
Discula destructiva virus 3,USA,1
Dishui Lake large algae virus 1,China,208
Dishui Lake phycodnavirus 2,China,188
Dishui Lake phycodnavirus 3,China,204
Dishui Lake phycodnavirus 4,China,172
Dishui Lake virophage 2,China,19
Dishui Lake virophage 3,China,12
Dishui Lake virophage 4,China,13
Dishui Lake virophage 5,China,16
Dishui Lake virophage 6,China,12
Dishui Lake virophage 7,China,27
Dishui Lake virophage 8,China,16
Dishui lake phycodnavirus 1,China,454
Dishui lake virophage 1,China,28
Ditsystermes virus,Australia,1
Ditton virus,United Kingdom,1
Diuris pendunculata cryptic virus,Australia,2
Diuris virus A,Australia,9
Diuris virus B,Australia,9
Diuris virus Y,Australia,2
Diversispora mitovirus A,USA,1
Diversispora mitovirus B,USA,1
Diydovirus borborovicinum,USA,4
Dnistrovskyi 408 orbivirus,Ukraine,1
Dobrava-Belgrade orthohantavirus,Albania,10
Dobrava-Belgrade orthohantavirus,Austria,6
Dobrava-Belgrade orthohantavirus,Bulgaria,7
Dobrava-Belgrade orthohantavirus,Croatia,39
Dobrava-Belgrade orthohantavirus,Czech Republic,44
Dobrava-Belgrade orthohantavirus,France,1
Dobrava-Belgrade orthohantavirus,Germany,32
Dobrava-Belgrade orthohantavirus,Greece,45
Dobrava-Belgrade orthohantavirus,Hungary,16
Dobrava-Belgrade orthohantavirus,Kosovo,3
Dobrava-Belgrade orthohantavirus,Lithuania,23
Dobrava-Belgrade orthohantavirus,Poland,7
Dobrava-Belgrade orthohantavirus,Romania,9
Dobrava-Belgrade orthohantavirus,Russia,121
Dobrava-Belgrade orthohantavirus,Serbia,38
Dobrava-Belgrade orthohantavirus,Serbia and Montenegro,4
Dobrava-Belgrade orthohantavirus,Slovakia,15
Dobrava-Belgrade orthohantavirus,Slovenia,179
Dobrava-Belgrade orthohantavirus,Turkey,46
Dobrovirus bufonis,China,1
Dobsonia moluccensis polyomavirus 1,Indonesia,8
Dobsonia moluccensis polyomavirus 2,Indonesia,8
Dobsonia moluccensis polyomavirus 3,Indonesia,8
Dode virus,China,3
Dog Tick rhabdovirus-1,USA,5
Dog astrovirus,China,1
Dog astrovirus,Nigeria,1
Dog feces bidnaparvovirus,China,5
Dog torquevirus 15122,Brazil,1
Dog torquevirus 5,Brazil,1
Dog torquevirus 6108,Brazil,1
Dog torquevirus 9286,Brazil,1
Dohlivirus borborovivens,Austria,4
Dohnjavirus caenadaptatum,USA,4
Dolichos yellow mosaic virus,Bangladesh,14
Dolichos yellow mosaic virus,India,79
