Species,Host,Count
Enterococcus phage Aramis,Enterococcus faecium,1
Enterococcus phage Athos,Enterococcus faecium,1
Enterococcus phage BE2/ARG/2005,Enterococcus faecium,1
Enterococcus phage Bp29,Enterococcus faecium,1
Enterococcus phage DPAraya-2022a,Enterococcus faecalis,1
Enterococcus phage EF-P10,Enterococcus faecalis,1
Enterococcus phage EF-P29,Enterococcus faecalis,1
Enterococcus phage EF1,Enterococcus faecalis,1
Enterococcus phage EF5,Enterococcus faecalis,1
Enterococcus phage EF62phi,Enterococcus faecalis 62,2
Enterococcus phage EFA-1,Enterococcus faecalis,1
Enterococcus phage EFA-2,Enterococcus faecalis,1
Enterococcus phage EFA1,Enterococcus faecalis,1
Enterococcus phage EFAP-1,Enterococcus faecalis,2
Enterococcus phage EFC-1,Enterococcus faecalis,2
Enterococcus phage EFC1,Enterococcus faecalis,1
Enterococcus phage EFGrKN,Enterococcus faecalis,1
Enterococcus phage EFGrNG,Enterococcus faecalis,1
Enterococcus phage EFP1,Enterococcus faecalis,1
Enterococcus phage EFRM31,Enterococcus faecalis,2
Enterococcus phage EFap02,Enterococcus faecalis,1
Enterococcus phage EFap05-1,Enterococcus faecalis,1
Enterococcus phage EfsSzw-1,Enterococcus faecalis,1
Enterococcus phage EfsWh-1,Enterococcus faecalis,1
Enterococcus phage EfsWh_1,Enterococcus faecalis,1
Enterococcus phage Entf1,Enterococcus faecalis,1
Enterococcus phage Entfac.YE1,Enterococcus faecium,88
Enterococcus phage F4,Enterococcus,3
Enterococcus phage FX417,Enterococcus faecalis,1
Enterococcus phage GVEsP-1,Enterococcus sp.,1
Enterococcus phage IME-EFm1,Enterococcus faecium,2
Enterococcus phage IME-EFm5,Enterococcus faecium,2
Enterococcus phage LY0323,Enterococcus faecalis,1
Enterococcus phage MDA1,Enterococcus faecium,1
Enterococcus phage MDA2,Enterococcus faecium,1
Enterococcus phage MMS05,Enterococcus faecalis,1
Enterococcus phage MRMB1,Enterococcus faecalis,1
Enterococcus phage MSF1,Enterococcus faecalis,8
Enterococcus phage MSF2,Enterococcus faecalis,1
Enterococcus phage Nonaheksakonda,Enterococcus faecalis,1
Enterococcus phage PBEF129,Enterococcus faecalis,1
Enterococcus phage PEf771,Enterococcus faecalis,1
Enterococcus phage Porthos,Enterococcus faecium,1
Enterococcus phage Q69,Enterococcus,1
Enterococcus phage Q69,Enterococcus faecalis,1
Enterococcus phage SEsuP-1,Enterococcus sp.,1
Enterococcus phage SSsP-1,Enterococcus sp.,1
Enterococcus phage Sigurd,Enterococcus faecalis,1
Enterococcus phage UTI-EfS3,Enterococcus faecalis,1
Enterococcus phage UTI-EfS7,Enterococcus faecalis,1
Enterococcus phage VEsP-1,Enterococcus sp.,1
Enterococcus phage VEsP-2,Enterococcus sp.,1
Enterococcus phage VFW,Enterococcus,1
Enterococcus phage VPE25,Enterococcus,2
Enterococcus phage ZEF1,Enterococcus faecalis,1
Enterococcus phage dArtagnan,Enterococcus faecium,1
Enterococcus phage heks,Enterococcus faecalis,1
Enterococcus phage iF6,Enterococcus faecium,1
Enterococcus phage nattely,Enterococcus faecalis,2
Enterococcus phage phi EF14H1,Enterococcus faecalis,1
Enterococcus phage phi EF19G,Enterococcus faecalis,1
Enterococcus phage phi EF7H,Enterococcus faecalis,1
Enterococcus phage phiEF17H,Enterococcus,1
Enterococcus phage phiEf11,Enterococcus faecalis,2
Enterococcus phage phiFC1,Enterococcus faecalis,2
Enterococcus phage phiFL4A,Enterococcus faecalis,2
Enterococcus phage phiM1EF22,Enterococcus,1
Enterococcus phage phiNASRA1,Enterococcus faecalis,1
Enterococcus phage phiSHEF13,Enterococcus faecium E1071,1
Enterococcus phage phiSHEF14,Enterococcus faecium E1071,1
Enterococcus phage phiSHEF16,Enterococcus faecium E1071,1
Enterococcus phage vB_EFaS_TV217,Enterococcus faecalis ATCC 29212,1
Enterococcus phage vB_EFaS_TV51,Enterococcus faecalis,1
Enterococcus phage vB_EFaS_TV54,Enterococcus faecalis,1
Enterococcus phage vB_EfaH_149,Enterococcus,1
Enterococcus phage vB_EfaH_EF1TV,Enterococcus faecalis,1
Enterococcus phage vB_EfaM_A2,Enterococcus faecalis OG1RF,1
Enterococcus phage vB_EfaM_Ef2.1,Enterococcus faecalis,1
Enterococcus phage vB_EfaM_Ef2.3,Enterococcus faecalis,1
Enterococcus phage vB_EfaM_LG1,Enterococcus faecalis,1
Enterococcus phage vB_EfaP_Efmus2,Enterococcus faecalis,1
Enterococcus phage vB_EfaS-271,Enterococcus faecalis,1
Enterococcus phage vB_EfaS-DELF1,Enterococcus faecalis,1
Enterococcus phage vB_EfaS-SRH2,Enterococcus,1
Enterococcus phage vB_EfaS_140,Enterococcus,1
Enterococcus phage vB_EfaS_159,Enterococcus,1
Enterococcus phage vB_EfaS_785CC,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_785CS,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_EF1c55,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef2.2,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef5.1,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef5.2,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef5.3,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef5.4,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef6.1,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef6.4,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Ef7.1,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_HEf13,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_IME197,Enterococcus faecalis,2
Enterococcus phage vB_EfaS_IME198,Enterococcus faecalis,2
Enterococcus phage vB_EfaS_LM99,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Max,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_PHB08,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_Paulomi,Enterococcus faecalis,1
Enterococcus phage vB_EfaS_TV16,Enterococcus faecalis ATCC 29212,1
Enterococcus phage vB_EhiS_268,Enterococcus hirae,1
Enterococcus phage vB_OCPT_Ben,Enterococcus faecalis EnGen0211,1
Enterococcus phage vB_OCPT_Bill,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Bob,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Bop,Enterococcus sp.,1
Enterococcus phage vB_OCPT_CCS1,Enterococcus sp.,1
Enterococcus phage vB_OCPT_CCS2,Enterococcus sp.,1
Enterococcus phage vB_OCPT_CCS3,Enterococcus sp.,1
Enterococcus phage vB_OCPT_CCS4,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Car,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Carl,Enterococcus sp.,1
Enterococcus phage vB_OCPT_PG11,Enterococcus sp.,1
Enterococcus phage vB_OCPT_PG13,Enterococcus sp.,1
Enterococcus phage vB_OCPT_PG2,Enterococcus sp.,1
Enterococcus phage vB_OCPT_PG9,Enterococcus sp.,1
Enterococcus phage vB_OCPT_SDS1,Enterococcus sp.,1
Enterococcus phage vB_OCPT_SDS2,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Toy,Enterococcus sp.,1
Enterococcus phage vB_OCPT_Ump,Enterococcus sp.,1
Enterococcus phage vb_GEC_Ef_S_9,Enterococcus faecium,1
Enterococcus sp. phage 1,Enterococcus sp.,1
Enterococcus virus AL2,Enterococcus faecalis,2
Enterococcus virus AL3,Enterococcus faecalis,2
Enterococcus virus AUEF3,Enterococcus faecalis,2
Enterococcus virus BC611,Enterococcus faecalis,2
Enterococcus virus ECP3,Enterococcus faecalis,2
Enterococcus virus EF24C,Enterococcus faecalis,4
Enterococcus virus EF3,Enterococcus faecalis,2
Enterococcus virus EF4,Enterococcus sp.,2
Enterococcus virus EFDG1,Enterococcus faecalis,2
Enterococcus virus EFLK1,Enterococcus faecalis,2
Enterococcus virus EFP01,Enterococcus faecium,2
Enterococcus virus EcZZ2,Enterococcus faecium,2
Enterococcus virus Ef62,Enterococcus faecalis,2
Enterococcus virus Ef63,Enterococcus faecalis,2
Enterococcus virus Ef72,Enterococcus faecalis,2
Enterococcus virus Ef73,Enterococcus faecalis,2
Enterococcus virus Ef74,Enterococcus faecalis,2
Enterococcus virus EfV12,Enterococcus faecium TX1330,2
Enterococcus virus EfaCPT1,Enterococcus faecalis,2
Enterococcus virus Efae230P4,Enterococcus faecium,2
Enterococcus virus Efmus1,Enterococcus faecalis,2
Enterococcus virus Efmus3,Enterococcus faecalis,2
Enterococcus virus Efmus4,Enterococcus faecalis,2
Enterococcus virus FL1,Enterococcus faecalis,4
Enterococcus virus FL2,Enterococcus faecalis,3
Enterococcus virus FL3,Enterococcus faecalis,3
Enterococcus virus IME195,Enterococcus faecalis,2
Enterococcus virus IME196,Enterococcus faecalis,2
Enterococcus virus IME199,Enterococcus faecium,2
Enterococcus virus IMEEF1,Enterococcus faecalis,2
Enterococcus virus Idefix,Enterococcus,2
Enterococcus virus LY0322,Enterococcus faecalis,2
Enterococcus virus PMBT2,Enterococcus faecalis,2
Enterococcus virus SANTOR1,Enterococcus faecalis ATCC 19433,2
Enterococcus virus SAP6,Enterococcus faecalis,2
Enterococcus virus VD13,Enterococcus faecalis,4
Enterococcus virus Zip,Enterococcus faecium,2
Enterococcus virus phiSHEF2,Enterococcus faecalis,2
Enterococcus virus phiSHEF4,Enterococcus faecalis,2
Enterococcus virus phiSHEF5,Enterococcus faecalis,2
Enterococus phage vipetofem,Enterococcus faecalis,2
Enterogokushovirus EC6098,Escherichia sp. MOD1-EC6098,2
Enterovirus 122,Platyrrhini,6
Enterovirus 123,Mandrillus sphinx,4
Enterovirus 123,Platyrrhini,3
Enterovirus 14,Homo sapiens,63
Enterovirus A,Chlorocebus aethiops,1
Enterovirus A,Gerbillinae,1
Enterovirus A,Gorilla gorilla,4
Enterovirus A,Homo sapiens,33429
Enterovirus A,Macaca mulatta,18
Enterovirus A,Mandrillus sphinx,22
Enterovirus A,Mus musculus,3
Enterovirus A,Pan troglodytes,1
Enterovirus A,Pan troglodytes troglodytes,17
Enterovirus A,Papio cynocephalus,2
Enterovirus A,Primates,28
Enterovirus A,Sus scrofa,6
Enterovirus AN12,Bos taurus,2
Enterovirus B,Gorilla gorilla,4
Enterovirus B,Homo sapiens,18228
Enterovirus B,Macaca mulatta,2
Enterovirus B,Mandrillus sphinx,22
Enterovirus B,Mus,1
Enterovirus B,Pan troglodytes,10
Enterovirus B,Pan troglodytes troglodytes,8
Enterovirus B,Pan troglodytes verus,1
Enterovirus B,Primates,27
Enterovirus B,Rhinopithecus roxellana,1
Enterovirus B,Sus scrofa,185
Enterovirus B,Sus scrofa domesticus,1
Enterovirus C,Gorilla gorilla,3
Enterovirus C,Homo sapiens,7439
Enterovirus C,Macaca fascicularis,1
Enterovirus C,Mandrillus sphinx,1
Enterovirus C,Pan troglodytes,13
Enterovirus C,Pan troglodytes troglodytes,15
Enterovirus C,Primates,9
Enterovirus C,Rattus norvegicus,2
Enterovirus C151_oct11_cons,Homo sapiens,1
Enterovirus D,Gorilla gorilla,2
Enterovirus D,Homo sapiens,4845
Enterovirus D,Pan troglodytes,4
Enterovirus E,Bos taurus,172
Enterovirus E,Bubalus bubalis,1
Enterovirus E,Capra hircus,5
Enterovirus E,Primates,1
Enterovirus EK5896,Pan troglodytes,1
Enterovirus F,Bison,2
Enterovirus F,Bos taurus,54
Enterovirus F,Capra hircus,1
Enterovirus F,Gallus gallus,2
Enterovirus F,Primates,1
Enterovirus F,Vicugna pacos,1
Enterovirus G,Capra hircus,4
Enterovirus G,Homo sapiens,2
Enterovirus G,Ovis aries,4
Enterovirus G,Sus scrofa,640
Enterovirus G,Sus scrofa domesticus,119
Enterovirus H,Mandrillus sphinx,8
Enterovirus I,Camelus dromedarius,3
Enterovirus J,Chlorocebus aethiops,5
Enterovirus J,Chlorocebus pygerythrus,71
Enterovirus J,Macaca mulatta,9
Enterovirus J,Macaca nemestrina,1
Enterovirus J,Mandrillus leucophaeus,1
Enterovirus J,Mandrillus sphinx,12
Enterovirus J,Pan troglodytes troglodytes,3
Enterovirus J,Papio anubis,5
Enterovirus J,Primates,28
Enterovirus JAA-2013,Homo sapiens,24
Enterovirus K,Rodentia,2
Enterovirus L,Macaca mulatta,2
Enterovirus MA5709,Pan paniscus,1
Enterovirus MB6123,Gorilla gorilla,2
Enterovirus MB6128,Gorilla gorilla,2
Enterovirus MB6165,Gorilla gorilla,1
Enterovirus MB6196,Gorilla gorilla,1
Enterovirus MB6234,Pan troglodytes,1
Enterovirus MB6244,Pan troglodytes,2
Enterovirus MB6249,Pan troglodytes,2
Enterovirus MB6250,Pan troglodytes,2
Enterovirus MB6254,Pan troglodytes,1
Enterovirus MB6384,Pan troglodytes,1
Enterovirus MB6406,Pan troglodytes,1
Enterovirus SD-S68,Capra hircus,1
Enterovirus goat/JL14,Capra hircus,2
Enterovirus rhesus monkey/FFH-2008/China,Macaca mulatta,25
Enterovirus sp.,Allochrocebus preussi,8
Enterovirus sp.,Cercopithecus neglectus,1
Enterovirus sp.,Cercopithecus nictitans,7
Enterovirus sp.,Chlorocebus tantalus,1
Enterovirus sp.,Gorilla beringei beringei,1
Enterovirus sp.,Gorilla gorilla,2
Enterovirus sp.,Homo sapiens,436
Enterovirus sp.,Mandrillus sphinx,109
Enterovirus sp.,Pan troglodytes,2
Enterovirus sp.,Pan troglodytes schweinfurthii,1
Enterovirus sp.,Pan troglodytes troglodytes,1
Enterovirus sp.,Papio anubis,2
Enterovirus sp.,Pongo pygmaeus,2
Enterovirus sp.,Praomys,2
Enterovirus sp.,Simiiformes,4
Enterovirus sp.,Sparus aurata,1
Enterovirus sp.,Sus scrofa,85
Enterovirus strain IGIB-NIV-02,Homo sapiens,1
Entoleuca botoulivirus,Entoleuca sp.,1
Entoleuca entovirus,Entoleuca sp.,4
Entoleuca gammaflexivirus 1,Entoleuca sp.,1
Entoleuca gammaflexivirus 2,Entoleuca sp.,1
Entoleuca hypovirus 1,Entoleuca sp.,3
Entoleuca megabirnavirus 1,Entoleuca sp.,1
Entoleuca partitivirus 1,Entoleuca sp.,2
Entoleuca partitivirus 2,Entoleuca sp.,2
Entomophthora mitovirus A,Entomophthora muscae,1
Entomophthora muscae mitovirus 1,Entomophthora muscae,4
Entomophthora muscae mitovirus 2,Entomophthora muscae,4
Entomophthora muscae mitovirus 3,Entomophthora muscae,5
Entomophthora muscae mitovirus 4,Entomophthora muscae,4
Entomophthora muscae mitovirus 5,Entomophthora muscae,4
Entomophthora muscae mitovirus 6,Entomophthora muscae,4
Entomophthora muscae mitovirus 7,Entomophthora muscae,4
Entomophthora muscae mitovirus 8,Entomophthora muscae,1
Entomophthora narnavirus C,Entomophthora muscae,2
Entomophthora narnavirus F,Entomophthora muscae,1
Entomophthora partitivirus D,Entomophthora muscae,2
Entomophthora rhabdovirus A,Entomophthora muscae,1
Enzootic nasal tumor virus 2,Naemorhedus goral,1
Enzootic nasal tumour virus 2,Capra hircus,1
Enzootic nasal tumour virus of goats,Capra hircus,48
Eosonovirus caenenecus,activated sludge metagenome,1
Eothenomys miletus hantavirus LX17,Eothenomys miletus,1
Eothenomys miletus hantavirus LX43,Eothenomys miletus,1
Ephemerovirus sp. KSB-1/P/03,Bos taurus,1
Ephialtes toti-like virus,Astrosyne radiata,1
Epichloe festucae virus 1,Epichloe festucae,2
Epicoccum botoulivirus,Epicoccum nigrum,1
Epicoccum nigrum mitovirus 1,Epicoccum nigrum,1
Epicoccum penoulivirus,Epicoccum nigrum,1
Epinephelus aeneus encephalitis virus,Epinephelus aeneus,6
Epinephelus areolatus ranavirus,Epinephelus areolatus,1
Epinephelus awoara ranavirus,Epinephelus awoara,1
Epinephelus costae betanodavirus,Epinephelus costae,20
Epinephelus fuscoguttatus iridovirus,Epinephelus fuscoguttatus,1
Epinephelus marginatus betanodavirus,Epinephelus marginatus,21
Epinephelus quoyanus iridovirus,Epinephelus quoyans,1
Epinephelus sp. betanodavirus,Epinephelus,4
Epinephelus sp. iridovirus,Epinephelus,1
Epinotia aporema granulovirus,Epinotia aporema,4
Epinotia granitalis nucleopolyhedrovirus,Coenobiodes granitalis,3
Epirus cherry virus,Prunus,6
Epizootic haematopoietic necrosis virus,Ameiurus melas,6
Epizootic haematopoietic necrosis virus,Ameiurus nebulosus,3
Epizootic haematopoietic necrosis virus,Oncorhynchus mykiss,7
Epizootic haematopoietic necrosis virus,Perca fluviatilis,8
Epizootic haematopoietic necrosis virus,Silurus glanis,8
Epizootic hemorrhagic disease virus,Anopheles vagus,1
Epizootic hemorrhagic disease virus,Bison,10
Epizootic hemorrhagic disease virus,Blastocerus dichotomus,1
Epizootic hemorrhagic disease virus,Bos taurus,391
Epizootic hemorrhagic disease virus,Bubalus bubalis,1
Epizootic hemorrhagic disease virus,Cervidae,1
Epizootic hemorrhagic disease virus,Cervidae sp.,50
Epizootic hemorrhagic disease virus,Culicoides,32
Epizootic hemorrhagic disease virus,Culicoides brevitarsis,2
Epizootic hemorrhagic disease virus,Culicoides maculatus,3
Epizootic hemorrhagic disease virus,Culicoides orientalis,10
Epizootic hemorrhagic disease virus,Culicoides punctatus,1
Epizootic hemorrhagic disease virus,Insecta,10
Epizootic hemorrhagic disease virus,Mazama nana,2
Epizootic hemorrhagic disease virus,Odocoileus hemionus,2
Epizootic hemorrhagic disease virus,Odocoileus virginianus,379
Epomophorus wahlbergi coronavirus,Epomophorus wahlbergi,42
Epsilonarterivirus hemcep,Macaca mulatta,2
Epsilonarterivirus safriver,Chlorocebus,26
Epsilonarterivirus zamalb,Chlorocebus,2
Epsilonpapillomavirus 1,Bison bonasus,1
Epsilonpapillomavirus 1,Bos taurus,18
Epsilonpapillomavirus 1,Bubalus bubalis,1
Epsilonpapillomavirus 1,Bubalus sp.,2
Epsilonpapillomavirus 2,Cervus,3
Epsilonpapillomavirus 2,Cervus elaphus,7
Epsilontorquevirus sp.,Callithrix penicillata,15
Eptesicus bat coronavirus,Eptesicus fuscus,6
Eptesicus fuscus bocavirus,Eptesicus fuscus,1
Eptesicus fuscus deltaretrovirus,Eptesicus fuscus,1
Eptesicus fuscus gammaherpesvirus,Eptesicus fuscus,2
Eptesicus fuscus orthorubulavirus,Eptesicus fuscus,1
Eptesicus fuscus rhabdovirus,Eptesicus fuscus,1
Eptesicus isabellinus betaherpesvirus 1,Eptesicus isabellinus,2
Eptesicus isabellinus betaherpesvirus 2,Eptesicus isabellinus,2
Eptesicus isabellinus gammaherpesvirus 1,Eptesicus isabellinus,1
Eptesicus isabellinus papillomavirus,Eptesicus isabellinus,4
Eptesicus isabellinus rhabdovirus 1,Eptesicus isabellinus,1
Eptesicus isabellinus rhabdovirus 2,Eptesicus isabellinus,1
Eptesicus isabellinus rhabdovirus 3,Eptesicus isabellinus,1
Eptesicus isabellinus rhabdovirus 4,Eptesicus isabellinus,1
Eptesicus isabellinus rhabdovirus 5,Eptesicus isabellinus,1
Eptesicus regulus papillomavirus,Eptesicus regulus,1
Eptesicus serotinus betaherpesvirus 1,Eptesicus serotinus,1
Eptesicus serotinus papillomavirus,Eptesicus serotinus,12
Eptesicus serotinus rhadinovirus 1,Chiroptera,2
Eptesicus vesiculovirus,Eptesicus fuscus,3
Eptesipox virus,Eptesicus fuscus,9
Eqcopivirus EqCoPV_11,Equus caballus,14
Eqcopivirus EqCoPV_8,Equus caballus,1
Eqcopivirus EqCoPV_9,Equus caballus,1
Eqcopivirus EqCoPV_A4,Equus caballus,1
Equid alphaherpesvirus 1,Antilope cervicapra,1
Equid alphaherpesvirus 1,Bos taurus,2
Equid alphaherpesvirus 1,Cavia porcellus,1
Equid alphaherpesvirus 1,Equus,2
Equid alphaherpesvirus 1,Equus asinus,2
Equid alphaherpesvirus 1,Equus asinus x Equus caballus,1
Equid alphaherpesvirus 1,Equus burchellii,6
Equid alphaherpesvirus 1,Equus caballus,692
Equid alphaherpesvirus 1,Equus grevyi,2
Equid alphaherpesvirus 1,Equus hemionus,2
Equid alphaherpesvirus 1,Equus hemionus onager,2
Equid alphaherpesvirus 1,Eudorcas thomsonii,3
Equid alphaherpesvirus 1,Gazella,2
Equid alphaherpesvirus 1,Loxodonta africana,6
Equid alphaherpesvirus 1,Rhinoceros unicornis,5
Equid alphaherpesvirus 1,Ursus maritimus,6
Equid alphaherpesvirus 1,Ursus sp.,2
Equid alphaherpesvirus 3,Equus caballus,31
Equid alphaherpesvirus 4,Equus caballus,67
Equid alphaherpesvirus 8,Equus asinus,9
Equid alphaherpesvirus 8,Equus asinus africanus,2
Equid alphaherpesvirus 8,Equus caballus,3
Equid alphaherpesvirus 8,Equus ferus,2
Equid alphaherpesvirus 9,Equus,7
Equid alphaherpesvirus 9,Equus asinus somalicus,2
Equid alphaherpesvirus 9,Equus burchellii,13
Equid alphaherpesvirus 9,Equus burchellii antiquorum,1
Equid alphaherpesvirus 9,Equus grevyi,14
Equid alphaherpesvirus 9,Equus hemionus onager,1
Equid alphaherpesvirus 9,Equus kiang,1
Equid alphaherpesvirus 9,Giraffa reticulata,4
Equid alphaherpesvirus 9,Ursus maritimus,2
Equid gammaherpesvirus 2,Equidae,12
Equid gammaherpesvirus 2,Equus asinus,1
Equid gammaherpesvirus 2,Equus caballus,264
Equid gammaherpesvirus 2,Equus ferus,55
Equid gammaherpesvirus 5,Equidae,59
Equid gammaherpesvirus 5,Equus asinus,1
Equid gammaherpesvirus 5,Equus caballus,308
Equid gammaherpesvirus 7,Equus asinus,37
Equid gammaherpesvirus 7,Equus asinus africanus,1
Equid herpesvirus 6,Equus asinus,1
Equine bocaparvovirus,Equus caballus,1
Equine coronavirus CH21,Equus caballus,1
Equine encephalosis virus,Equus caballus,359
Equine foamy virus,Equus caballus,1
Equine hepacivirus,Equus asinus,5
Equine hepacivirus,Equus caballus,452
Equine hepacivirus,Equus ferus,97
Equine hepatitis B virus,Equus,3
Equine hepatitis B virus,Equus asinus,49
Equine herpesvirus Gazella/6755/NLD/2009,Eudorcas thomsonii,3
Equine herpesvirus sp.,Equus caballus,7
Equine infectious anemia virus,Canis lupus familiaris,1
Equine infectious anemia virus,Equidae,14
Equine infectious anemia virus,Equus asinus,6
