,Taxonomy,Collection_Date,Cumulative_Count,Count
5230,Tyuleniy virus,1986.0,3,1
5231,Monkeypox virus,1986.0,1629,177
5232,Ranavirus,1986.0,497,299
5233,Zaliv Terpeniya uukuvirus,1986.0,24,4
5234,Human metapneumovirus,1986.0,54,1
5235,Orthohantavirus,1986.0,86,18
5236,Duvenhage lyssavirus,1986.0,25,1
5237,Aphthovirus,1986.0,431,7
5238,Potato virus Y,1986.0,37,1
5239,Eastern equine encephalitis virus,1986.0,116,8
5240,Human mastadenovirus D,1986.0,1440,190
5241,Avipoxvirus,1986.0,36,4
5242,Louping ill virus,1986.0,16,1
5243,Betapolyomavirus,1986.0,7,7
5244,Birnaviridae,1986.0,20,2
5245,Betaretrovirus,1986.0,5,4
5246,Morbillivirus,1986.0,505,16
5247,Polerovirus,1986.0,15,2
5248,Sobemovirus,1986.0,57,11
5249,Orthorubulavirus,1986.0,252,9
5250,African swine fever virus,1986.0,4287,255
5251,Orthopoxvirus,1986.0,5064,177
5252,Human betaherpesvirus 6A,1986.0,329,241
5253,Coronaviridae,1986.0,583,17
5254,Rabbit hemorrhagic disease virus,1986.0,1,1
5255,Tombusviridae,1986.0,37,7
5256,Goatpox virus,1986.0,244,2
5257,Asfarviridae,1986.0,4287,255
5258,Solemoviridae,1986.0,92,13
5259,Grapevine Algerian latent virus,1986.0,5,5
5260,Adenoviridae,1986.0,3486,229
5261,Sapovirus,1986.0,35,1
5262,Potato leafroll virus,1986.0,2,2
5263,Human alphaherpesvirus 3,1986.0,291,74
5264,Small ruminant morbillivirus,1986.0,72,9
5265,Orthohepevirus,1986.0,10,6
5266,Orthobunyavirus,1986.0,1647,74
5267,Anticarsia gemmatalis multiple nucleopolyhedrovirus,1986.0,2236,162
5268,Avihepatovirus,1986.0,1,1
5269,Yellow fever virus,1986.0,44,8
5270,Siadenovirus,1986.0,1,1
5271,Tulip breaking virus,1986.0,4,4
5272,Sapporo virus,1986.0,35,1
5273,Lagos bat lyssavirus,1986.0,52,5
5274,Tick-borne encephalitis virus,1986.0,256,36
5275,Human orthopneumovirus,1986.0,1261,126
5276,Carnivore protoparvovirus 1,1986.0,153,17
5277,Potato virus V,1986.0,5,1
5278,Orthopneumovirus,1986.0,1268,126
5279,Betaflexiviridae,1986.0,163,1
5280,Pneumoviridae,1986.0,1322,127
5281,Mumps orthorubulavirus,1986.0,183,9
5282,Flavivirus,1986.0,1207,90
5283,Asfivirus,1986.0,4287,255
5284,Human mastadenovirus E,1986.0,481,38
5285,Enterovirus C,1986.0,186,70
5286,Luteovirus,1986.0,4,2
5287,Palyam virus,1986.0,51,20
5288,Tombusvirus,1986.0,33,5
5289,Metapneumovirus,1986.0,54,1
5290,Erinnyis ello granulovirus,1986.0,260,260
5291,Vesicular stomatitis virus,1986.0,16,6
5292,Caliciviridae,1986.0,490,44
5293,Rinderpest morbillivirus,1986.0,410,7
5294,Togaviridae,1986.0,799,15
5295,Deltavirus,1986.0,13,2
5296,Vesiculovirus,1986.0,152,16
5297,All Species,1986.0,90444,6514
5298,Sacbrood virus,1986.0,1,1
5299,Rotavirus A,1986.0,2324,212
5300,Mardivirus,1986.0,704,166
5301,Matonaviridae,1986.0,17,5
5302,Capripoxvirus,1986.0,895,2
5303,Batai orthobunyavirus,1986.0,49,7
5304,Iotatorquevirus,1986.0,20,10
5305,Parvoviridae,1986.0,224,26
5306,Potyvirus,1986.0,100,8
5307,Bovine alphaherpesvirus 1,1986.0,977,73
5308,Japanese encephalitis virus,1986.0,207,12
5309,Suid alphaherpesvirus 1,1986.0,87,69
5310,Picornaviridae,1986.0,1087,176
5311,Hepacivirus,1986.0,389,258
5312,Hepeviridae,1986.0,10,6
5313,Alfalfa mosaic virus,1986.0,25,1
5314,Rockport orthohantavirus,1986.0,11,11
5315,Velvet tobacco mottle virus,1986.0,25,11
5316,Myoviridae,1986.0,5751,686
5317,Alphainfluenzavirus,1986.0,20349,1227
5318,Omegatetravirus,1986.0,25,25
5319,Anadyr orthobunyavirus,1986.0,21,16
5320,Alpharetrovirus,1986.0,9,1
5321,Arteriviridae,1986.0,203,156
5322,Rotavirus,1986.0,2609,222
5323,Alfamovirus,1986.0,25,1
5324,Human immunodeficiency virus 2,1986.0,10,1
5325,Cyanophage Syn10,1986.0,205,205
5326,Alphacoronavirus,1986.0,107,7
5327,Rhabdoviridae,1986.0,2379,263
5328,Poxviridae,1986.0,9387,183
5329,Cyanophage Syn2,1986.0,201,201
5330,Avian orthoavulavirus 1,1986.0,220,13
5331,Cucumber mosaic virus,1986.0,20,5
5332,Rotavirus C,1986.0,22,1
5333,Phenuiviridae,1986.0,760,9
5334,Sprivivirus,1986.0,35,1
5335,Alphabaculovirus,1986.0,6256,311
5336,Rhinovirus C,1986.0,13,4
5337,Thetaarterivirus mikelba 1,1986.0,156,156
5338,Simian immunodeficiency virus,1986.0,51,22
5339,Crimean-Congo hemorrhagic fever orthonairovirus,1986.0,119,6
5340,Nairoviridae,1986.0,358,9
5341,Mastrevirus,1986.0,59,14
5342,Avian coronavirus,1986.0,411,10
5343,Human immunodeficiency virus 1,1986.0,1794,545
5344,Avian leukosis virus,1986.0,9,1
5345,Bovine respirovirus 3,1986.0,6,3
5346,Phthorimaea operculella granulovirus,1986.0,1,1
5347,Foot-and-mouth disease virus,1986.0,414,7
5348,Rift Valley fever phlebovirus,1986.0,309,1
5349,Orbivirus,1986.0,2301,55
5350,Alphavirus,1986.0,799,15
5351,Phlebovirus,1986.0,639,5
5352,Ingwavuma orthobunyavirus,1986.0,8,1
5353,Mason-Pfizer monkey virus,1986.0,4,4
5354,Virgaviridae,1986.0,64,3
5355,Gammacoronavirus,1986.0,411,10
5356,Influenza A virus,1986.0,20349,1227
5357,Rubivirus rubellae,1986.0,17,5
5358,Hantaviridae,1986.0,90,18
5359,Orthohepevirus A,1986.0,7,3
5360,Bovine alphaherpesvirus 2,1986.0,151,75
5361,Cypovirus,1986.0,12,12
5362,Enterovirus A,1986.0,172,70
5363,Thetaarterivirus,1986.0,156,156
5364,Alphatetraviridae,1986.0,25,25
5365,Rubivirus,1986.0,17,5
5366,Pepper mild mottle virus,1986.0,14,2
5367,Herpesviridae,1986.0,10272,700
5368,Bovine fever ephemerovirus,1986.0,85,2
5369,Cypovirus 1,1986.0,12,12
5370,California encephalitis orthobunyavirus,1986.0,44,11
5371,Mastadenovirus,1986.0,3198,228
5372,Torque teno sus virus 1b,1986.0,12,6
5373,Geminiviridae,1986.0,104,14
5374,Rhinovirus A,1986.0,11,1
5375,Gamboa orthobunyavirus,1986.0,52,16
5376,Dengue virus,1986.0,351,31
5377,Dependoparvovirus,1986.0,18,7
5378,Tomato blistering mosaic tymovirus,1986.0,3,3
5379,Gallid alphaherpesvirus 2,1986.0,423,166
5380,Komandory virus,1986.0,4,4
5381,Novirhabdovirus,1986.0,148,28
5382,Torque teno sus virus 1a,1986.0,8,4
5383,Issyk-kul orthonairovirus,1986.0,13,3
5384,Anguillid perhabdovirus,1986.0,32,16
5385,Roseolovirus,1986.0,329,241
5386,European bat 2 lyssavirus,1986.0,23,8
5387,Nudaurelia capensis omega virus,1986.0,25,25
5388,Ross River virus,1986.0,76,2
5389,European bat 1 lyssavirus,1986.0,90,39
5390,Euproctis digramma nucleopolyhedrovirus,1986.0,149,149
5391,Lyssavirus,1986.0,707,200
5392,Kolmioviridae,1986.0,13,2
5393,Respirovirus,1986.0,28,3
5394,Pestivirus,1986.0,26,2
5395,Tomato mosaic virus,1986.0,7,1
5396,Peribunyaviridae,1986.0,1735,78
5397,Varicellovirus,1986.0,4001,218
5398,Hepatitis delta virus,1986.0,13,2
5399,Norwalk virus,1986.0,393,42
5400,Soybean dwarf virus,1986.0,2,2
5401,Enterovirus B,1986.0,182,7
5402,Aino orthobunyavirus,1986.0,50,20
5403,Hepatitis B virus,1986.0,883,36
5404,Norovirus,1986.0,403,42
5405,Orthoavulavirus,1986.0,232,13
5406,Salmonid novirhabdovirus,1986.0,16,2
5407,Infectious bursal disease virus,1986.0,14,2
5408,Hepadnaviridae,1986.0,883,36
5409,Megalocytivirus,1986.0,2,2
5410,Simplexvirus,1986.0,1642,75
5411,Parechovirus,1986.0,39,14
5412,Pestivirus C,1986.0,22,2
5413,Tobacco yellow dwarf virus,1986.0,12,8
5414,Anelloviridae,1986.0,294,10
5415,Perhabdovirus,1986.0,42,16
5416,Chikungunya virus,1986.0,108,5
5417,Retroviridae,1986.0,1933,573
5418,Iridoviridae,1986.0,500,301
5419,Hepacivirus C,1986.0,386,258
5420,Cucumovirus,1986.0,25,5
5421,Tobamovirus,1986.0,36,3
5422,Nepovirus,1986.0,21,2
5423,Bromoviridae,1986.0,84,21
5424,Parechovirus A,1986.0,27,14
5425,Enterovirus,1986.0,573,152
5426,Infectious spleen and kidney necrosis virus,1986.0,2,2
5427,Escherichia virus wV8,1986.0,280,280
5428,Orthopneumovirus,1987.0,1462,194
5429,Atadenovirus,1987.0,122,2
5430,Human metapneumovirus,1987.0,55,1
5431,Tick-borne encephalitis virus,1987.0,268,12
5432,Nepovirus,1987.0,28,7
5433,Maize yellow dwarf virus RMV,1987.0,13,13
5434,Alphainfluenzavirus,1987.0,21468,1119
5435,Peribunyaviridae,1987.0,1809,74
5436,Geminiviridae,1987.0,186,82
5437,Human orthopneumovirus,1987.0,1455,194
5438,Tomato aspermy virus,1987.0,10,5
5439,Hepadnaviridae,1987.0,932,49
5440,Flavivirus,1987.0,1286,79
5441,Alphacoronavirus,1987.0,128,21
5442,Tomato black ring virus,1987.0,6,2
5443,California encephalitis orthobunyavirus,1987.0,75,31
5444,Norovirus,1987.0,486,83
5445,Avian coronavirus,1987.0,426,15
5446,Betainfluenzavirus,1987.0,37,11
5447,Hepeviridae,1987.0,11,1
5448,Rift Valley fever phlebovirus,1987.0,341,32
5449,Hepatitis B virus,1987.0,932,49
5450,Alphacoronavirus 1,1987.0,66,8
5451,Human mastadenovirus C,1987.0,177,97
5452,Bovine respirovirus 3,1987.0,12,6
5453,Tritonvirus,1987.0,112,112
5454,Changuinola virus,1987.0,214,2
5455,Orthomyxoviridae,1987.0,21704,1130
5456,Vibrio phage pre-CTX,1987.0,35,28
5457,Inoviridae,1987.0,35,28
5458,Porcine epidemic diarrhea virus,1987.0,42,6
5459,Orthohepadnavirus,1987.0,932,49
5460,Orthohepevirus,1987.0,11,1
5461,Nairoviridae,1987.0,378,20
5462,Adenoviridae,1987.0,3822,336
5463,Norwalk virus,1987.0,476,83
5464,Orthohepevirus A,1987.0,8,1
5465,Autographiviridae,1987.0,304,112
5466,Hepatitis delta virus,1987.0,14,1
5467,Perhabdovirus,1987.0,48,6
5468,Avipoxvirus isolate Wisconsin,1987.0,6,2
5469,Betaflexiviridae,1987.0,177,14
5470,Pestivirus C,1987.0,25,3
5471,Cucumovirus,1987.0,30,5
5472,Iotatorquevirus,1987.0,36,16
5473,Rotavirus A,1987.0,2455,131
5474,Pestivirus D,1987.0,5,2
5475,Hepacivirus C,1987.0,454,68
5476,Potato virus A,1987.0,11,2
5477,Maize streak virus,1987.0,121,82
5478,Hepacivirus,1987.0,457,68
5479,Japanese encephalitis virus,1987.0,219,12
5480,Human betaherpesvirus 6A,1987.0,417,88
5481,Orthohantavirus,1987.0,89,3
5482,Ross River virus,1987.0,78,2
5483,Mokola lyssavirus,1987.0,44,2
5484,Lyssavirus,1987.0,823,116
5485,Togaviridae,1987.0,801,2
5486,Baculoviridae,1987.0,7685,318
5487,Rinderpest morbillivirus,1987.0,431,21
5488,Caliciviridae,1987.0,583,93
5489,Roseolovirus,1987.0,417,88
5490,Lentivirus,1987.0,3108,1232
5491,Betaentomopoxvirus,1987.0,1,1
5492,Grapevine polerovirus 1,1987.0,12,5
5493,Herpesviridae,1987.0,10376,104
5494,Avipoxvirus isolate Hawaii,1987.0,5,4
5495,Small ruminant morbillivirus,1987.0,75,3
5496,Rotavirus,1987.0,2741,132
5497,Pestivirus,1987.0,31,5
5498,Pepper mild mottle virus,1987.0,18,4
5499,Morbillivirus,1987.0,529,24
5500,Cherry leaf roll virus,1987.0,8,4
5501,Bromoviridae,1987.0,90,6
5502,Human immunodeficiency virus 2,1987.0,19,9
5503,Human mastadenovirus B,1987.0,559,96
5504,Human mastadenovirus A,1987.0,72,2
5505,Apple stem grooving virus,1987.0,14,4
5506,Zucchini yellow mosaic virus,1987.0,11,1
5507,Phenuiviridae,1987.0,792,32
5508,Novirhabdovirus,1987.0,175,27
5509,Betacoronavirus 1,1987.0,96,50
5510,Rotavirus C,1987.0,23,1
5511,Iridoviridae,1987.0,501,1
5512,Cryphonectria hypovirus 1,1987.0,6,2
5513,Orthonairovirus,1987.0,378,20
5514,Alphavirus,1987.0,801,2
5515,Jerseyvirus,1987.0,134,134
5516,Orthopoxvirus,1987.0,5252,188
5517,Retroviridae,1987.0,3165,1232
5518,Tobamovirus,1987.0,42,6
5519,Hypovirus,1987.0,8,2
5520,Anelloviridae,1987.0,310,16
5521,Anticarsia gemmatalis multiple nucleopolyhedrovirus,1987.0,2554,318
5522,Synechococcus virus PSSP2,1987.0,112,112
5523,Poxviridae,1987.0,9588,201
5524,Ageratum latent virus,1987.0,1,1
5525,Parechovirus A,1987.0,39,12
5526,Parechovirus,1987.0,51,12
5527,Respirovirus,1987.0,34,6
5528,Avian orthoreovirus,1987.0,7,1
5529,Coronaviridae,1987.0,669,86
5530,Flanders hapavirus,1987.0,66,8
5531,Chilli veinal mottle virus,1987.0,2,2
5532,European bat 1 lyssavirus,1987.0,134,44
5533,Duck atadenovirus A,1987.0,2,2
5534,Pneumoviridae,1987.0,1517,195
5535,Saccharomyces paradoxus L-A virus M45 satellite,1987.0,1,1
5536,Saccharomyces paradoxus virus L-A-45,1987.0,2,2
5537,Totiviridae,1987.0,16,2
5538,Dengue virus,1987.0,402,51
5539,Avian orthoavulavirus 1,1987.0,268,48
5540,Siphoviridae,1987.0,2765,134
5541,Palyam virus,1987.0,85,34
5542,Anadyr orthobunyavirus,1987.0,49,28
5543,Watermelon mosaic virus,1987.0,3,3
5544,Kobuvirus,1987.0,40,39
5545,Enterovirus,1987.0,603,30
5546,Gamboa orthobunyavirus,1987.0,56,4
5547,Hypoviridae,1987.0,8,2
5548,Asfivirus,1987.0,4295,8
5549,Myoviridae,1987.0,6169,418
5550,Bluetongue virus,1987.0,700,35
5551,Parapoxvirus of red deer in New Zealand,1987.0,3,3
5552,Iflaviridae,1987.0,10,3
5553,Reoviridae,1987.0,5151,218
5554,Orthoavulavirus,1987.0,280,48
5555,Cardiovirus,1987.0,10,4
5556,Indiana vesiculovirus,1987.0,20,10
5557,Salmonid novirhabdovirus,1987.0,24,8
5558,Teschovirus A,1987.0,4,1
5559,Paramyxoviridae,1987.0,1266,88
5560,Cardiovirus B,1987.0,5,4
5561,Enterovirus B,1987.0,188,6
5562,Feline immunodeficiency virus,1987.0,11,3
5563,Varicellovirus,1987.0,4017,16
5564,Equid alphaherpesvirus 8,1987.0,1,1
5565,Potyviridae,1987.0,123,8
5566,Piscine novirhabdovirus,1987.0,151,19
5567,Sweet potato C6 virus,1987.0,10,10
5568,Infectious bursal disease virus,1987.0,16,2
5569,Avibirnavirus,1987.0,16,2
5570,Anguillid perhabdovirus,1987.0,38,6
5571,Akabane orthobunyavirus,1987.0,153,6
5572,Iflavirus,1987.0,10,3
5573,European bat 2 lyssavirus,1987.0,28,5
5574,Kolmioviridae,1987.0,14,1
5575,Ilarvirus,1987.0,35,1
5576,European brown hare syndrome virus,1987.0,31,9
5577,Filoviridae,1987.0,247,49
5578,Carlavirus,1987.0,120,10
5579,Leucotheavirus,1987.0,418,418
5580,Aichivirus A,1987.0,40,39
5581,Parapoxvirus,1987.0,29,6
5582,Salmonella virus SETP3,1987.0,134,134
5583,Reptilian orthoreovirus,1987.0,3,3
5584,Equid alphaherpesvirus 1,1987.0,567,5
5585,Tomato ringspot virus,1987.0,1,1
5586,Aphthovirus,1987.0,465,34
5587,Rhabdoviridae,1987.0,2566,187
5588,Ranavirus,1987.0,498,1
5589,Tobacco mild green mosaic virus,1987.0,9,2
5590,Torque teno sus virus 1b,1987.0,20,8
5591,Metapneumovirus,1987.0,55,1
5592,Virgaviridae,1987.0,70,6
5593,Gammacoronavirus,1987.0,426,15
5594,Betacoronavirus,1987.0,115,50
5595,Rabbit hemorrhagic disease virus,1987.0,2,1
5596,Orf virus,1987.0,21,3
5597,Mastadenovirus,1987.0,3532,334
5598,Orthoreovirus,1987.0,15,4
5599,African horse sickness virus,1987.0,517,11
5600,Hapavirus,1987.0,369,28
5601,Lagovirus,1987.0,33,10
5602,Enterovirus A,1987.0,176,4
5603,Poinsettia mosaic virus,1987.0,2,2
5604,Tymoviridae,1987.0,20,2
5605,Alphabaculovirus,1987.0,6574,318
5606,Peaton orthobunyavirus,1987.0,18,4
5607,Rhinovirus C,1987.0,15,2
5608,Phlebovirus,1987.0,671,32
5609,Puumala orthohantavirus,1987.0,10,3
5610,Human coronavirus NL63,1987.0,14,7
5611,Orbivirus,1987.0,2383,82
5612,Teschovirus,1987.0,4,1
5613,Orthobunyavirus,1987.0,1721,74
5614,Foot-and-mouth disease virus,1987.0,448,34
5615,Enterovirus C,1987.0,200,14
5616,Human immunodeficiency virus 1,1987.0,3005,1211
5617,Mastrevirus,1987.0,141,82
5618,Deformed wing virus,1987.0,6,3
5619,Yellow fever virus,1987.0,48,4
5620,Simian immunodeficiency virus,1987.0,60,9
5621,Crimean-Congo hemorrhagic fever orthonairovirus,1987.0,139,20
5622,Secoviridae,1987.0,68,7
5623,Frog virus 3,1987.0,99,1
5624,Rabies lyssavirus,1987.0,540,65
5625,Rhinovirus A,1987.0,15,4
5626,Bovine alphaherpesvirus 5,1987.0,155,2
5627,Capillovirus,1987.0,14,4
5628,Mythimna separata entomopoxvirus,1987.0,1,1
5629,Vesiculovirus,1987.0,162,10
5630,All Species,1987.0,96005,5561
5631,Marburgvirus,1987.0,77,49
5632,African swine fever virus,1987.0,4295,8
5633,Holmes hapavirus,1987.0,20,20
5634,Orthorubulavirus,1987.0,262,10
5635,Ectromelia virus,1987.0,357,183
5636,Polerovirus,1987.0,33,18
5637,Human mastadenovirus D,1987.0,1579,139
5638,Marburg marburgvirus,1987.0,77,49
5639,Birnaviridae,1987.0,22,2
5640,Picornaviridae,1987.0,1207,120
5641,Deltavirus,1987.0,14,1
5642,Volepox virus,1987.0,426,5
5643,Avipoxvirus,1987.0,42,6
5644,Torque teno sus virus 1a,1987.0,16,8
5645,Batai orthobunyavirus,1987.0,50,1
5646,Hantaviridae,1987.0,93,3
5647,Influenza B virus,1987.0,37,11
5648,Mumps orthorubulavirus,1987.0,193,10
5649,Suid alphaherpesvirus 1,1987.0,95,8
5650,Potyvirus,1987.0,108,8
5651,Influenza A virus,1987.0,21468,1119
5652,Asfarviridae,1987.0,4295,8
5653,Flaviviridae,1987.0,1789,152
5654,Synechococcus virus Syn30,1987.0,418,418
5655,Solemoviridae,1987.0,110,18
5656,Potyvirus,1988.0,121,13
5657,Orthohepevirus,1988.0,16,5
5658,Enterovirus C,1988.0,329,129
5659,Potyviridae,1988.0,140,17
5660,Proboscivirus,1988.0,3,3
5661,Orthohepadnavirus,1988.0,970,38
5662,Enterovirus,1988.0,757,154
5663,Orthohepevirus A,1988.0,13,5
5664,Betacoronavirus 1,1988.0,106,10
5665,Poxviridae,1988.0,9774,186
5666,Betacoronavirus,1988.0,125,10
5667,Chikungunya virus,1988.0,113,5
5668,Chicken astrovirus,1988.0,5,1
5669,Enterovirus B,1988.0,207,19
5670,Simplexvirus,1988.0,1648,6
5671,Peribunyaviridae,1988.0,1982,173
5672,Morbillivirus,1988.0,634,105
5673,Orchid fleck dichorhavirus,1988.0,3,3
5674,Candiru phlebovirus,1988.0,24,4
5675,Crimean-Congo hemorrhagic fever orthonairovirus,1988.0,168,29
5676,Deformed wing virus,1988.0,9,3
5677,Sprivivirus,1988.0,37,2
5678,Peanut stunt virus,1988.0,5,5
5679,Bovine fever ephemerovirus,1988.0,95,10
5680,Canine morbillivirus,1988.0,9,8
5681,Rhinovirus A,1988.0,20,5
5682,Rubivirus,1988.0,19,2
5683,Bovine alphaherpesvirus 5,1988.0,156,1
5684,Rubivirus rubellae,1988.0,19,2
5685,Parvoviridae,1988.0,232,8
5686,Suid alphaherpesvirus 1,1988.0,109,14
5687,Batai orthobunyavirus,1988.0,55,5
5688,Capripoxvirus,1988.0,902,7
5689,Picornaviridae,1988.0,1415,208
5690,Rhabdoviridae,1988.0,2643,77
5691,Oropouche orthobunyavirus,1988.0,149,20
5692,Spartina mottle virus,1988.0,4,4
5693,Myoviridae,1988.0,6497,328
5694,Dengue virus,1988.0,469,67
5695,Saint Louis encephalitis virus,1988.0,50,1
5696,Retroviridae,1988.0,3959,794
5697,Dependoparvovirus,1988.0,22,4
5698,Parechovirus A,1988.0,40,1
5699,Parechovirus,1988.0,52,1
5700,Pegivirus,1988.0,15,1
5701,Orbivirus,1988.0,2459,76
5702,Phocine morbillivirus,1988.0,48,48
5703,Phlebovirus,1988.0,679,8
5704,Bunyamwera orthobunyavirus,1988.0,39,8
5705,Norwalk virus,1988.0,538,62
5706,Norovirus,1988.0,548,62
5707,Pestivirus,1988.0,33,2
5708,Novirhabdovirus,1988.0,188,13
5709,Pestivirus C,1988.0,27,2
5710,Roseolovirus,1988.0,1566,1149
5711,Erythroparvovirus,1988.0,12,4
5712,Ross River virus,1988.0,82,4
5713,Cucumovirus,1988.0,40,10
5714,Bromoviridae,1988.0,104,14
5715,Nylescharonvirus,1988.0,328,328
5716,Nepovirus,1988.0,30,2
5717,Respirovirus,1988.0,43,9
5718,Cachoeira Porteira orthobunyavirus,1988.0,2,2
5719,Rotavirus,1988.0,3309,568
5720,Caliciviridae,1988.0,660,77
5721,Rinderpest morbillivirus,1988.0,473,42
5722,Rotavirus A,1988.0,3018,563
5723,Cryphonectria hypovirus 1,1988.0,9,3
5724,Phenuiviridae,1988.0,800,8
5725,Rotavirus C,1988.0,28,5
5726,Pepper mild mottle virus,1988.0,19,1
5727,California encephalitis orthobunyavirus,1988.0,164,89
5728,Nairoviridae,1988.0,407,29
5729,Bovine respirovirus 3,1988.0,21,9
5730,Rift Valley fever phlebovirus,1988.0,344,3
5731,Pegivirus C,1988.0,1,1
5732,Broad bean wilt virus 1,1988.0,10,6
5733,Pinniped erythroparvovirus 1,1988.0,4,4
5734,European bat 1 lyssavirus,1988.0,142,8
5735,European brown hare syndrome virus,1988.0,40,9
5736,Rabbit hemorrhagic disease virus,1988.0,8,6
5737,Cocosatellite,1988.0,2,2
5738,Cauliflower mosaic virus,1988.0,35,7
5739,Coconut foliar decay alphasatellite 6,1988.0,2,2
5740,Coconut foliar decay alphasatellite 1,1988.0,2,2
5741,Caulimoviridae,1988.0,75,15
5742,Secoviridae,1988.0,83,15
5743,Tacaiuma orthobunyavirus,1988.0,11,1
5744,Caulimovirus,1988.0,67,7
5745,Orthobunyavirus,1988.0,1894,173
5746,Cavemovirus,1988.0,8,8
5747,Orthopoxvirus,1988.0,5429,177
5748,Elephantid betaherpesvirus 1,1988.0,3,3
5749,Orthoreovirus,1988.0,37,22
5750,Senecavirus,1988.0,8,8
5751,Bagaza virus,1988.0,1,1
5752,Orthopneumovirus,1988.0,1589,127
5753,Flavivirus,1988.0,1397,111
5754,Small ruminant morbillivirus,1988.0,76,1
5755,Cetacean morbillivirus,1988.0,6,6
5756,Epizootic haematopoietic necrosis virus,1988.0,499,100
5757,Ephemerovirus,1988.0,286,10
5758,Baculoviridae,1988.0,7689,4
5759,Orthonairovirus,1988.0,407,29
5760,Betainfluenzavirus,1988.0,59,22
5761,Sheeppox virus,1988.0,168,5
5762,Betaflexiviridae,1988.0,182,5
5763,Changuinola virus,1988.0,228,14
5764,Senecavirus A,1988.0,8,8
5765,Orthomyxoviridae,1988.0,22818,1114
5766,Rabies lyssavirus,1988.0,579,39
5767,Flaviviridae,1988.0,2399,610
5768,Dichorhavirus,1988.0,3,3
5769,Piscihepevirus,1988.0,13,13
5770,Piscihepevirus A,1988.0,13,13
5771,Orthoavulavirus,1988.0,297,17
5772,Soybean dwarf virus,1988.0,4,2
5773,Fabavirus,1988.0,22,6
5774,Sweet potato collusive virus,1988.0,8,8
5775,Salmonid novirhabdovirus,1988.0,31,7
5776,Piscine novirhabdovirus,1988.0,157,6
5777,Feline foamy virus,1988.0,2,2
5778,Feline immunodeficiency virus,1988.0,15,4
5779,Felispumavirus,1988.0,2,2
5780,Piscine orthoreovirus,1988.0,25,22
5781,Mumps orthorubulavirus,1988.0,197,4
5782,Paramyxoviridae,1988.0,1403,137
5783,Equid alphaherpesvirus 1,1988.0,569,2
5784,Bluetongue virus,1988.0,758,58
5785,Coronaviridae,1988.0,728,59
5786,Papillomaviridae,1988.0,6,4
5787,Pneumoviridae,1988.0,1647,130
5788,Carp sprivivirus,1988.0,7,2
5789,Duvenhage lyssavirus,1988.0,27,2
5790,East Asian Passiflora virus,1988.0,14,13
5791,Ranavirus,1988.0,598,100
5792,Eastern equine encephalitis virus,1988.0,118,2
5793,Birnaviridae,1988.0,25,3
5794,Orthotospovirus,1988.0,10,10
5795,Orthorubulavirus,1988.0,266,4
5796,Musa ornata associated banmivirus,1988.0,5,5
5797,Reoviridae,1988.0,5817,666
5798,Human mastadenovirus B,1988.0,832,273
5799,Iotatorquevirus,1988.0,52,16
5800,Human rhinovirus sp.,1988.0,3,1
5801,Groundnut ringspot orthotospovirus,1988.0,5,5
5802,Human immunodeficiency virus 2,1988.0,26,7
5803,Human mastadenovirus C,1988.0,231,54
5804,Human metapneumovirus,1988.0,57,2
5805,Alfamovirus,1988.0,29,4
5806,Avian coronavirus,1988.0,466,40
5807,Alphasatellitidae,1988.0,4,4
5808,La Crosse orthobunyavirus,1988.0,30,2
5809,Madariaga virus,1988.0,46,2
5810,Togaviridae,1988.0,817,16
5811,African horse sickness virus,1988.0,520,3
5812,Anseriform dependoparvovirus 1,1988.0,8,4
5813,Maize streak virus,1988.0,139,18
5814,Varicellovirus,1988.0,4330,313
5815,Gammainfluenzavirus,1988.0,157,17
5816,Tombusviridae,1988.0,39,2
5817,African swine fever virus,1988.0,4321,26
5818,Alfalfa mosaic virus,1988.0,29,4
5819,Anticarsia gemmatalis multiple nucleopolyhedrovirus,1988.0,2558,4
5820,Jamestown Canyon orthobunyavirus,1988.0,40,3
5821,Japanese encephalitis virus,1988.0,228,9
5822,Tospoviridae,1988.0,10,10
5823,Human betaherpesvirus 6B,1988.0,899,899
5824,Toscana phlebovirus,1988.0,22,1
5825,Torradovirus,1988.0,11,7
5826,Avian metapneumovirus,1988.0,1,1
5827,Gammacoronavirus,1988.0,466,40
5828,Torque teno sus virus 1b,1988.0,32,12
5829,Lyssavirus,1988.0,872,49
5830,Infectious spleen and kidney necrosis virus,1988.0,4,2
5831,Alphacoronavirus,1988.0,137,9
