,Species,Region,Count,Geographical_Region
14885,Gyrovirus galga1,Europa,24,
14886,Gyrovirus galga1,South America,45,
14887,Gyrovirus galga2,North America,6,
14888,Gyrovirus homsa1,Asia,9,
14889,Gyrovirus homsa1,Europa,3,
14890,Gyrovirus homsa1,South America,9,
14891,Gyrovirus homsa2,Africa,6,
14892,Gyrovirus homsa3,Asia,4,
14893,Gyrovirus homsa3,Europa,2,
14894,Gyrovirus homsa3,South America,8,
14895,Gyrovirus homsa4,Africa,6,
14896,Gyrovirus hydho1,North America,8,
14897,Gyrovirus myferr1,South America,3,
14898,Gyrovirus-like Culex mosquito virus,North America,1,
14899,HCV/GBV-B chimeric virus,Asia,1,
14900,HMO Astrovirus A,Africa,5,
14901,HMO Astrovirus A,Asia,186,
14902,HMO Astrovirus A,North America,3,
14903,HMO Astrovirus B,Africa,2,
14904,HMO Astrovirus B,Asia,1,
14905,HMO Astrovirus C,Asia,4,
14906,HP38A virus,Africa,1,
14907,HP38A virus,Asia,1,
14908,HP38B virus,Africa,1,
14909,HVAC-associated RNA virus 1,North America,2,
14910,Haartman Institute snake virus 2,Europa,3,
14911,Haartman hartmanivirus,Europa,6,
14912,Habenaria mosaic virus,Asia,15,
14913,Hadaka virus 1,Asia,21,
14914,Haemaphysalis flava iflavirus,Asia,1,
14915,Haematobia irritans Nora virus,South America,4,
14916,Haemophilus phage SuMu,North America,110,
14917,Hafnia phage Pocis76,Europa,84,
14918,Hafnia phage Pocitis76,Europa,71,
14919,Hafnia phage vB_HalM_SPARTY,North America,116,
14920,Hafnia phage vB_HpaA_yong1,Asia,50,
14921,Hafnia phage vB_HpaM_IsaacDaniel,North America,267,
14922,Hafnia phage vB_HpaM_Meifeng,North America,83,
14923,Hafnia phage vB_HpaM_SarahDanielle,North America,119,
14924,Hafnia phage vB_HpaM_Zyzzx,North America,117,
14925,Hagerguy virus,North America,2,
14926,Hagfish agnathovirus,Asia,5,
14927,Hahdsevirus borborenecus,Asia,3,
14928,Hahkesevirus borborocola,Asia,3,
14929,Hainan astro-like virus 1,Asia,4,
14930,Hainan astro-like virus 2,Asia,5,
14931,Hainan black-spectacled toad astrovirus 2,Asia,2,
14932,Hainan black-spectacled toad dimarhabdovirus,Asia,5,
14933,Hainan black-spectacled toad picornavirus,Asia,1,
14934,Hainan bunya-like virus,Asia,1,
14935,Hainan gekko similignum astrovirus,Asia,3,
14936,Hainan hebius popei arterivirus,Asia,5,
14937,Hainan hebius popei torovirus,Asia,12,
14938,Hainan leptobrachium hainanense astrovirus,Asia,2,
14939,Hainan marbled pigmy frog astrovirus 1,Asia,2,
14940,Hainan marbled pigmy frog astrovirus 2,Asia,2,
14941,Hainan oriental leaf-toed gecko astrovirus 1,Asia,2,
14942,Hainan oriental leaf-toed gecko astrovirus 2,Asia,2,
14943,Hainan oriental leaf-toed gecko hepacivirus,Asia,1,
14944,Hainan oriental leaf-toed gecko picornavirus,Asia,1,
14945,Hairy antennavirus,Asia,12,
14946,Halastavi arva RNA virus,Europa,4,
14947,Haldis virus,Asia,2,
14948,Halfbeak nidovirus 1,Asia,10,
14949,Halhan virus 1,Asia,2,
14950,Halhan virus 2,Asia,8,
14951,Halhan virus 3,Asia,4,
14952,Halibut betanodavirus V9954,Europa,1,
14953,Haliotid herpesvirus 1,Asia,114,
14954,Haliotid herpesvirus 1,Oceans and Seas,287,
14955,Halley virus,Antarctica,1,
14956,Hallsjon virus,Europa,1,
14957,Haloarcula hispanica virus PH1,Oceans and Seas,98,
14958,Haloarcula virus HCIV1,Asia,94,
14959,Haloarcula virus HCTV-10,Asia,112,
14960,Haloarcula virus HCTV-11,Asia,116,
14961,Haloarcula virus HCTV-15,Asia,107,
14962,Haloarcula virus HCTV-16,Asia,168,
14963,Haloarcula virus HCTV-6,Asia,107,
14964,Haloarcula virus HCTV-7,Asia,116,
14965,Haloarcula virus HCTV-8,Asia,112,
14966,Haloarcula virus HCTV-9,Asia,116,
14967,Haloarcula virus HJTV-1,Europa,123,
14968,Haloarcula virus HJTV-2,Asia,140,
14969,Haloarcula virus HJTV-3,Asia,130,
14970,Haloarcula virus HVTV-2,Asia,176,
14971,Haloarcula virus Hardyhisp2,Oceans and Seas,33,
14972,Haloarcula virus Harhisp1,Europa,27,
14973,Halobacterium virus ChaoS9,Europa,166,
14974,Halobacterium virus phiH,Europa,192,
14975,Haloferax tailed virus 1,Africa,68,
14976,Haloferax virus Halfgib1,Oceans and Seas,20,
14977,Halomonas phage QHHSV-1,Asia,69,
14978,Halomonas phage phiNB2ah-NB,North America,1,
14979,Halomonas phage phiNB5ah-OM,North America,1,
14980,Halomonas phage phiNB5ah-ST,North America,1,
14981,Halophytophthora RNA virus 1,Europa,4,
14982,Halophytophthora RNA virus 2,Europa,2,
14983,Halophytophthora RNA virus 3,Europa,3,
14984,Halophytophthora RNA virus 4,Europa,2,
14985,Halophytophthora RNA virus 5,Europa,3,
14986,Halophytophthora RNA virus 6,Europa,5,
14987,Halophytophthora RNA virus 7,Europa,4,
14988,Halophytophthora RNA virus 8,Europa,4,
14989,Halorubrum phage CGphi46,North America,110,
14990,Halorubrum phage Hardycor1,Oceans and Seas,53,
14991,Halorubrum virus HATV-2,Asia,127,
14992,Halorubrum virus HATV-3,Asia,88,
14993,Halorubrum virus HRTV-10,Asia,125,
14994,Halorubrum virus HRTV-11,Europa,110,
14995,Halorubrum virus HRTV-13,Asia,120,
14996,Halorubrum virus HRTV-14,Asia,126,
14997,Halorubrum virus HRTV-15,Asia,129,
14998,Halorubrum virus HRTV-16,Asia,113,
14999,Halorubrum virus HRTV-17,Asia,127,
15000,Halorubrum virus HRTV-18,Asia,123,
15001,Halorubrum virus HRTV-19,Asia,129,
15002,Halorubrum virus HRTV-2,Europa,109,
15003,Halorubrum virus HRTV-20,Asia,123,
15004,Halorubrum virus HRTV-21,Asia,120,
15005,Halorubrum virus HRTV-22,Asia,126,
15006,Halorubrum virus HRTV-23,Asia,129,
15007,Halorubrum virus HRTV-24,Asia,134,
15008,Halorubrum virus HRTV-25,Asia,112,
15009,Halorubrum virus HRTV-26,Asia,126,
15010,Halorubrum virus HRTV-27,Asia,114,
15011,Halorubrum virus HRTV-28,Asia,71,
15012,Halorubrum virus HRTV-29,Asia,71,
15013,Halorubrum virus HRTV-9,Asia,113,
15014,Halorubrum virus HSTV-3,Asia,129,
15015,Halorubrum virus HSTV-4,Asia,118,
15016,Halorubrum virus Hardycor2,Oceans and Seas,125,
15017,Halorubrum virus Humcor1,Oceans and Seas,66,
15018,Halorubrum virus Humcor2,Oceans and Seas,18,
15019,Halorubrum virus Serpecor1,Oceans and Seas,126,
15020,Halorubrum virus VOLN27B,Asia,109,
15021,Halovirus VNH-1,Europa,14,
15022,Halvorsen virus,Antarctica,2,
15023,Halyomorpha halys virus,North America,2,
15024,Hamiltonella phage APSE-8,Asia,34,
15025,Hamiltonella virus APSE1,Africa,1,
15026,Hamiltonella virus APSE2,Europa,42,
15027,Hamiltonella virus APSE2,North America,142,
15028,Hammarskog noda-like virus,Europa,2,
15029,Hammarskog picorna-like virus,Europa,10,
15030,Hammarskog tombus-like virus,Europa,3,
15031,Hammarskog virga-like virus,Europa,4,
15032,Hancheng leafhopper mivirus,Asia,2,
15033,Hangzhou Nyamivirus 1,Asia,5,
15034,Hangzhou Solinvi-like virus 1,Asia,2,
15035,Hangzhou Solinvi-like virus 2,Asia,2,
15036,Hangzhou Virga-like virus 1,Asia,4,
15037,Hangzhou acrida cinerea lispivirus 1,Asia,5,
15038,Hangzhou altica cyanea chuvirus 1,Asia,5,
15039,Hangzhou altica cyanea mitovirus 1,Asia,2,
15040,Hangzhou astrovirus 1,Asia,2,
15041,Hangzhou chuvirus 1,Asia,1,
15042,Hangzhou chuvirus 2,Asia,1,
15043,Hangzhou chuvirus 3,Asia,1,
15044,Hangzhou chuvirus 4,Asia,1,
15045,Hangzhou cletus punctiger lispivirus 1,Asia,5,
15046,Hangzhou cletus punctiger xinmovirus 1,Asia,4,
15047,Hangzhou dicistro-like virus 1,Asia,1,
15048,Hangzhou dicistro-like virus 2,Asia,1,
15049,Hangzhou dicistrovirus 1,Asia,2,
15050,Hangzhou dicistrovirus 2,Asia,2,
15051,Hangzhou eysarcoris guttigerus lispivirus 1,Asia,1,
15052,Hangzhou flavivirus 1,Asia,1,
15053,Hangzhou flavivirus 2,Asia,2,
15054,Hangzhou flavivirus 3,Asia,1,
15055,Hangzhou frankliniella intonsa flavivirus 1,Asia,1,
15056,Hangzhou frankliniella intonsa flavivirus 2,Asia,1,
15057,Hangzhou frankliniella intonsa phasmavirus 1,Asia,2,
15058,Hangzhou frankliniella intonsa rhabdovirus 1,Asia,5,
15059,Hangzhou hepevirus 1,Asia,3,
15060,Hangzhou hydrellia griseola dicistrovirus 1,Asia,6,
15061,Hangzhou hydrellia griseola narnavirus 1,Asia,1,
15062,Hangzhou iflavirus 1,Asia,1,
15063,Hangzhou iflavirus 2,Asia,1,
15064,Hangzhou iflavirus 3,Asia,2,
15065,Hangzhou iflavirus 4,Asia,1,
15066,Hangzhou leishbuvirus 1,Asia,1,
15067,Hangzhou levivirus 1,Asia,3,
15068,Hangzhou levivirus 2,Asia,6,
15069,Hangzhou lispivirus 1,Asia,6,
15070,Hangzhou lschnura senegalensis iflavirus 1,Asia,1,
15071,Hangzhou merodon fulcratus virga-like virus 1,Asia,4,
15072,Hangzhou mitovirus 1,Asia,1,
15073,Hangzhou mitovirus 2,Asia,1,
15074,Hangzhou mitovirus 3,Asia,1,
15075,Hangzhou mitovirus 4,Asia,1,
15076,Hangzhou mitovirus 5,Asia,1,
15077,Hangzhou mitovirus 6,Asia,1,
15078,Hangzhou mitovirus 7,Asia,1,
15079,Hangzhou narnavirus 1,Asia,1,
15080,Hangzhou narnavirus 2,Asia,1,
15081,Hangzhou narnavirus 3,Asia,1,
15082,Hangzhou narnavirus 4,Asia,1,
15083,Hangzhou narnavirus 5,Asia,1,
15084,Hangzhou nephotettix cincticeps flavivirus 1,Asia,1,
15085,Hangzhou nephotettix cincticeps narnavirus 1,Asia,2,
15086,Hangzhou nephotettix cincticeps phenuivirus 1,Asia,1,
15087,Hangzhou nephotettix cincticeps rhabdovirus 1,Asia,5,
15088,Hangzhou nephotettix cincticeps totivirus 1,Asia,2,
15089,Hangzhou nora-like virus 1,Asia,3,
15090,Hangzhou nora-like virus 2,Asia,3,
15091,Hangzhou ochthera mantis flavivirus 1,Asia,2,
15092,Hangzhou orthetrum testaceum iflavirus 1,Asia,1,
15093,Hangzhou paederus fuscipes nairovirus 1,Asia,4,
15094,Hangzhou paraphaenocladius impensus totivirus 1,Asia,1,
15095,Hangzhou partitivirus 1,Asia,1,
15096,Hangzhou peribunyavirus 1,Asia,2,
15097,Hangzhou phasmavirus 1,Asia,1,
15098,Hangzhou phenuivirus 1,Asia,1,
15099,Hangzhou phenuivirus 2,Asia,2,
15100,Hangzhou phenuivirus 3,Asia,3,
15101,Hangzhou polycipivirus 1,Asia,2,
15102,Hangzhou recilia dorsalis iflavirus 1,Asia,1,
15103,Hangzhou recilia dorsalis iflavirus 2,Asia,2,
15104,Hangzhou rhabdovirus 1,Asia,10,
15105,Hangzhou rhabdovirus 2,Asia,4,
15106,Hangzhou rhabdovirus 3,Asia,5,
15107,Hangzhou rhabdovirus 4,Asia,6,
15108,Hangzhou rhabdovirus 5,Asia,2,
15109,Hangzhou scatella stagnalis Solinvi-like virus 1,Asia,2,
15110,Hangzhou scotinophara lurida lispivirus 1,Asia,5,
15111,Hangzhou sepedon violaceus nodavirus 1,Asia,5,
15112,Hangzhou sesamia inferens Solinvi-like virus 1,Asia,3,
15113,Hangzhou sesamia inferens carmotetravirus 1,Asia,4,
15114,Hangzhou sesamia inferens peribunyavirus 1,Asia,6,
15115,Hangzhou sogatella furcifera iflavirus 1,Asia,1,
15116,Hangzhou sogatella furcifera totivirus 1,Asia,2,
15117,Hangzhou sogatella furcifera totivirus 2,Asia,2,
15118,Hangzhou tipula scripta rhabdovirus 1,Asia,5,
15119,Hangzhou tombus-like virus 1,Asia,4,
15120,Hangzhou tombus-like virus 2,Asia,4,
15121,Hangzhou tombus-like virus 3,Asia,2,
15122,Hangzhou tombusvirus 1,Asia,3,
15123,Hangzhou totivirus 1,Asia,2,
15124,Hangzhou totivirus 10,Asia,2,
15125,Hangzhou totivirus 11,Asia,3,
15126,Hangzhou totivirus 12,Asia,2,
15127,Hangzhou totivirus 2,Asia,3,
15128,Hangzhou totivirus 3,Asia,2,
15129,Hangzhou totivirus 4,Asia,2,
15130,Hangzhou totivirus 5,Asia,2,
15131,Hangzhou totivirus 6,Asia,2,
15132,Hangzhou totivirus 7,Asia,2,
15133,Hangzhou totivirus 8,Asia,2,
15134,Hangzhou totivirus 9,Asia,2,
15135,Hangzhou whitmania pigra medionivirus 1,Asia,5,
15136,Hangzhou zicrona caerulea phasmavirus 1,Asia,1,
15137,Hangzhou zicrona caerulea totivirus 1,Asia,2,
15138,Hangzhou zicrona caerulea xinmovirus 1,Asia,4,
15139,Hanko virus,Asia,2,
15140,Hanko virus,Europa,18,
15141,Hans Kompis virus,Europa,4,
15142,Hantaan orthohantavirus,Asia,1267,
15143,Hantaan orthohantavirus,Europa,39,
15144,Hantavirus 2315 Biritiba Mirim,South America,1,
15145,Hantavirus A9,Asia,1,
15146,Hantavirus AC210py,South America,1,
15147,Hantavirus AH09,Asia,2,
15148,Hantavirus AH211,Asia,1,
15149,Hantavirus AP111,Europa,1,
15150,Hantavirus Akm6266,South America,1,
15151,Hantavirus Akm6903,South America,1,
15152,Hantavirus Akomo/RPR/07-10027/BRA/2006,South America,1,
15153,Hantavirus Akomo/RPR/07-10028/BRA/2006,South America,1,
15154,Hantavirus CGRn8316,Asia,2,
15155,Hantavirus CGRn9415,Asia,2,
15156,Hantavirus Ca2Hu,South America,1,
15157,Hantavirus Calomys/CPVRP147/Cajuru/BRA/2006,South America,1,
15158,Hantavirus Case 1,South America,1,
15159,Hantavirus Case Itapua,South America,1,
15160,Hantavirus China/YN06,Asia,18,
15161,Hantavirus FL-2014,Asia,6,
15162,Hantavirus Fusong-Mf-731,Asia,2,
15163,Hantavirus Fusong-Mf-732,Asia,1,
15164,Hantavirus HMT 08-02,South America,1,
15165,Hantavirus HPR02-71,South America,1,
15166,Hantavirus HPR03-97,South America,1,
15167,Hantavirus HTN,Asia,1,
15168,Hantavirus HTN,Europa,17,
15169,Hantavirus HantaV-1,South America,3,
15170,Hantavirus HantaV-2,North America,2,
15171,Hantavirus HantaV-3,North America,1,
15172,Hantavirus Hu/BRA/169H/2009,South America,1,
15173,Hantavirus Hu/BRA/213H/2009,South America,1,
15174,Hantavirus Hu/BRA/256H/2009,South America,1,
15175,Hantavirus Hu/BRA/268H/2009,South America,1,
15176,Hantavirus Hu/BRA/274H/2009,South America,1,
15177,Hantavirus Hu/BRA/292H/2009,South America,1,
15178,Hantavirus Hu/BRA/305H/2009,South America,1,
15179,Hantavirus Hu/BRA/32H/2009,South America,1,
15180,Hantavirus Hu/BRA/389H/2009,South America,1,
15181,Hantavirus Hu/BRA/395H/2009,South America,1,
15182,Hantavirus Hu/BRA/417H/2009,South America,1,
15183,Hantavirus Hu/BRA/420H/2009,South America,1,
15184,Hantavirus Hu/BRA/452H/2009,South America,1,
15185,Hantavirus Hu/BRA/461H/2009,South America,1,
15186,Hantavirus Hu/BRA/462H/2009,South America,1,
15187,Hantavirus Hu/BRA/46H/2009,South America,1,
15188,Hantavirus Hu/BRA/511H/2009,South America,1,
15189,Hantavirus Hu/CPVRP2/Batatais/BRA/2007,South America,1,
15190,Hantavirus Human/HRP/02-72/BRA/2002,South America,1,
15191,Hantavirus Jurong TJK/06(RT49),Asia,3,
15192,Hantavirus Jurong TJK/06(RT50),Asia,3,
15193,Hantavirus KY,Asia,3,
15194,Hantavirus LX378,Asia,1,
15195,Hantavirus Leninskoe JAO 449-44-15,Europa,1,
15196,Hantavirus Liu,Asia,2,
15197,Hantavirus MAYOV,Europa,55,
15198,Hantavirus NB2,Asia,1,
15199,Hantavirus NB5,Asia,1,
15200,Hantavirus NB8,Asia,1,
15201,Hantavirus NB9,Asia,1,
15202,Hantavirus NFG289,North America,1,
15203,Hantavirus NFG297,North America,1,
15204,Hantavirus NFG299,North America,1,
15205,Hantavirus NFG313,North America,1,
15206,Hantavirus NFG339,North America,1,
15207,Hantavirus NFG354,North America,1,
15208,Hantavirus NFG357,North America,1,
15209,Hantavirus NMAa82,Asia,3,
15210,Hantavirus NMAp117,Asia,3,
15211,Hantavirus NMAp57,Asia,3,
15212,Hantavirus Olini/RPR/07-10091/BRA/2007,South America,1,
15213,Hantavirus Oln6469,South America,2,
15214,Hantavirus Oln6470,South America,1,
15215,Hantavirus Oln8057,South America,1,
15216,Hantavirus Oln8129,South America,1,
15217,Hantavirus Oxyju/RPR/07-10056/BRA/2006,South America,2,
15218,Hantavirus R11,South America,2,
15219,Hantavirus R142,South America,3,
15220,Hantavirus R150,South America,3,
15221,Hantavirus R165,South America,3,
15222,Hantavirus R167,South America,2,
15223,Hantavirus R34,South America,2,
15224,Hantavirus RPR/07-10104,South America,1,
15225,Hantavirus RPR/08-10217,South America,1,
15226,Hantavirus RPR/09-10351,South America,1,
15227,Hantavirus RPR/09-12460,South America,1,
15228,Hantavirus SEO,Europa,3,
15229,Hantavirus Shenyang-Mf-135,Asia,3,
15230,Hantavirus Shenyang-Mf-136,Asia,2,
15231,Hantavirus Thailand 741,Asia,1,
15232,Hantavirus XAHu09011,Asia,1,
15233,Hantavirus XAHu09027,Asia,1,
15234,Hantavirus XAHu09041,Asia,1,
15235,Hantavirus XAHu09047,Asia,1,
15236,Hantavirus XAHu09066,Asia,1,
15237,Hantavirus YN05-295,Asia,1,
15238,Hantavirus YN05-304,Asia,1,
15239,Hantavirus YN05-324,Asia,1,
15240,Hantavirus YN05-389,Asia,1,
15241,Hantavirus YN05-47,Asia,1,
15242,Hantavirus YN05-484,Asia,1,
15243,Hantavirus YN05-494,Asia,1,
15244,Hantavirus YN05-637,Asia,1,
15245,Hantavirus YN05-7,Asia,1,
15246,Hantavirus YN05-83,Asia,1,
15247,Hantavirus YN05-9,Asia,1,
15248,Hantavirus YN06-1024,Asia,1,
15249,Hantavirus YN06-153,Asia,1,
15250,Hantavirus YN06-254,Asia,1,
15251,Hantavirus YN06-256,Asia,1,
15252,Hantavirus YN06-257,Asia,1,
15253,Hantavirus YN06-270,Asia,1,
15254,Hantavirus YN06-282,Asia,1,
15255,Hantavirus YN06-362,Asia,1,
15256,Hantavirus YN06-365,Asia,1,
15257,Hantavirus YN06-455,Asia,1,
15258,Hantavirus YN06-489,Asia,1,
15259,Hantavirus YN06-605,Asia,1,
15260,Hantavirus YN06-696,Asia,1,
15261,Hantavirus YN06-747,Asia,1,
15262,Hantavirus YN06-79,Asia,1,
15263,Hantavirus YN06-813,Asia,1,
15264,Hantavirus YN06-862,Asia,2,
15265,Hantavirus YN06-868,Asia,1,
15266,Hantavirus Yakeshi-Mm-182,Asia,2,
15267,Hantavirus Yakeshi-Mm-31,Asia,2,
15268,Hantavirus Yakeshi-Mm-42,Asia,1,
15269,Hantavirus Yakeshi-Mm-59,Asia,3,
15270,Hantavirus Yakeshi-Mm-62,Asia,1,
15271,Hantavirus Yakeshi-Mm-795,Asia,1,
15272,Hantavirus Yuanjiang-Mf-13,Asia,3,
15273,Hantavirus Yuanjiang-Mf-15,Asia,3,
15274,Hantavirus Yuanjiang-Mf-21,Asia,3,
15275,Hantavirus Yuanjiang-Mf-78,Asia,3,
15276,Hantavirus Z10,Asia,2,
15277,Hantavirus Z5,Asia,1,
15278,Hantavirus Zhangmu01,Asia,2,
15279,Hantavirus sdp1,Asia,1,
15280,Hantavirus sdp2 YXL-2008,Asia,1,
15281,Hantavirus sdp22,Asia,1,
15282,Hantavirus sdp3,Asia,1,
15283,Hantavirus sdp37,Asia,1,
15284,Hantavirus sp.,Africa,1,
15285,Hantavirus sp.,Asia,1,
15286,Hantavirus sp.,North America,1,
15287,Hantavirus sp.,South America,2,
15288,Hantavirus sp. Paranoa,South America,7,
15289,Hantavirus strain Akm6943,South America,1,
15290,Hantavirus strain H700306,South America,1,
15291,Hantavirus strain Oln8057,South America,1,
15292,Hanyang virus,Asia,1,
15293,Haptolina ericina virus,Europa,1,
15294,Haptolina hirta virus,Europa,1,
15295,Harbor porpoise alphavirus,North America,2,
15296,Harbor seal coronavirus 1,North America,1,
15297,Harbor seal picornavirus,North America,1,
15298,Harbour porpoise adenovirus 1,Europa,20,
15299,Harbour porpoise rhabdovirus,North America,5,
15300,Hardenbergia mosaic virus,Oceans and Seas,58,
15301,Hardenbergia virus A,Oceans and Seas,6,
15302,Hardygib1 virus,Oceans and Seas,126,
